date,away_team,away_pt,home_team,home_pt,away_open_sp,away_open_line,away_fduel_sp,away_fduel_line,away_bmgm_sp,away_bmgm_line,away_czr_sp,away_czr_line,away_dking_sp,away_dking_line,away_rivers_sp,away_rivers_line,away_vinsider_sp,away_vinsider_line,home_open_sp,home_open_line,home_fduel_sp,home_fduel_line,home_bmgm_sp,home_bmgm_line,home_czr_sp,home_czr_line,home_dking_sp,home_dking_line,home_rivers_sp,home_rivers_line,home_vinsider_sp,home_vinsider_line
Wed Feb 1 2023,Sacramento Kings,119,San Antonio Spurs,109,o244.5,-110,o244.5,-108,o243.5,-115,o244,-110,o244,-110,o244,-108,o244.5,-108,u244.5,-110,u244.5,-112,u243.5,-105,u244,-110,u244,-110,u244,-113,u244.5,-112
Wed Feb 1 2023,Toronto Raptors,128,Utah Jazz,131,o230.5,-110,o230.5,-108,o230.5,-110,o230.5,-110,o230.5,-110,o229.5,-113,o230.5,-108,u230.5,-110,u230.5,-112,u230.5,-110,u230.5,-110,u230.5,-110,u229.5,-108,u230.5,-112
Wed Feb 1 2023,Atlanta Hawks,132,Phoenix Suns,100,o231.5,-110,o231.5,-110,o231.5,-115,o231,-110,o232,-110,o232,-109,o231.5,-110,u231.5,-110,u231.5,-110,u231.5,-105,u231,-110,u232,-110,u232,-112,u231.5,-110
Thu Feb 2 2023,Los Angeles Lakers,112,Indiana Pacers,111,o240.5,-110,o240.5,-110,o240.5,-110,o240.5,-110,o240.5,-110,o240.5,-112,o240.5,-110,u240.5,-110,u240.5,-110,u240.5,-110,u240.5,-110,u240.5,-110,u240.5,-109,u240.5,-110
Thu Feb 2 2023,Memphis Grizzlies,113,Cleveland Cavaliers,128,o223.5,-108,o223.5,-110,o222.5,-110,o222.5,-110,o223,-110,o223,-112,o223.5,-110,u223.5,-112,u223.5,-110,u222.5,-110,u222.5,-110,u223,-110,u223,-109,u223.5,-110
Thu Feb 2 2023,Miami Heat,104,New York Knicks,106,o213,-110,o212.5,-110,o212.5,-110,o212,-110,o212,-110,o212.5,-110,o212.5,-110,u213,-110,u212.5,-110,u212.5,-110,u212,-110,u212,-110,u212.5,-110,u212.5,-110
Thu Feb 2 2023,Charlotte Hornets,98,Chicago Bulls,114,o236,-110,o237,-110,o237.5,-110,o237,-110,o237,-110,o238,-109,o238.5,-110,u236,-110,u237,-110,u237.5,-110,u237,-110,u237,-110,u238,-112,u238.5,-110
Thu Feb 2 2023,New Orleans Pelicans,106,Dallas Mavericks,111,o225.5,-108,o223,-110,o223.5,-110,o223,-110,o223,-110,o223.5,-109,o223,-110,u225.5,-112,u223,-110,u223.5,-110,u223,-110,u223,-110,u223.5,-112,u223,-110
Thu Feb 2 2023,Golden State Warriors,117,Denver Nuggets,134,o232.5,-108,o238,-110,o237.5,-110,o237.5,-110,o237.5,-110,o236,-113,o237,-110,u232.5,-112,u238,-110,u237.5,-110,u237.5,-110,u237.5,-110,u236,-108,u237,-110
Thu Feb 2 2023,Los Angeles Clippers,105,Milwaukee Bucks,106,o230.5,-108,o230.5,-110,o230.5,-110,o230,-110,o230,-110,o230.5,-109,o230.5,-110,u230.5,-112,u230.5,-110,u230.5,-110,u230,-110,u230,-110,u230.5,-112,u230.5,-110
