date,away_team,away_pt,home_team,home_pt,away_line,home_line
Sat Oct 29 2016,New Orleans Pelicans,79,San Antonio Spurs,98, , 
Sat Oct 29 2016,Brooklyn Nets,108,Milwaukee Bucks,110,+300,-350
Sat Oct 29 2016,Indiana Pacers,101,Chicago Bulls,118,+150,-160
Sat Oct 29 2016,Portland Trail Blazers,115,Denver Nuggets,113,-100,+110
Sat Oct 29 2016,Minnesota Timberwolves,103,Sacramento Kings,106,-102,+105
Sun Oct 30 2016,Utah Jazz,75,Los Angeles Clippers,88,+295,-330
Sun Oct 30 2016,Milwaukee Bucks,83,Detroit Pistons,98,+310,-315
Sun Oct 30 2016,San Antonio Spurs,106,Miami Heat,99,-260,+230
Sun Oct 30 2016,Golden State Warriors,106,Phoenix Suns,100, , 
Sun Oct 30 2016,Los Angeles Lakers,96,Oklahoma City Thunder,113,+355,-415
Sun Oct 30 2016,Dallas Mavericks,92,Houston Rockets,93,+210,-190
Sun Oct 30 2016,Washington Wizards,103,Memphis Grizzlies,112,-140,+145
Mon Oct 31 2016,Sacramento Kings,95,Atlanta Hawks,106,+250,-290
Mon Oct 31 2016,Chicago Bulls,118,Brooklyn Nets,88,-245,+240
Mon Oct 31 2016,Denver Nuggets,102,Toronto Raptors,105,+280,-280
Mon Oct 31 2016,Phoenix Suns,98,Los Angeles Clippers,116, , 
Tue Nov 1 2016,Houston Rockets,120,Cleveland Cavaliers,128,+445,-510
Tue Nov 1 2016,Los Angeles Lakers,108,Indiana Pacers,115,+375,-450
Tue Nov 1 2016,Orlando Magic,103,Philadelphia 76ers,101,-200,+180
Tue Nov 1 2016,New York Knicks,89,Detroit Pistons,102,+155,-160
Tue Nov 1 2016,Sacramento Kings,96,Miami Heat,108,+150,-165
Tue Nov 1 2016,Memphis Grizzlies,80,Minnesota Timberwolves,116,+285,-310
Tue Nov 1 2016,Milwaukee Bucks,117,New Orleans Pelicans,113,+150,-165
Tue Nov 1 2016,Utah Jazz,106,San Antonio Spurs,91, , 
Tue Nov 1 2016,Golden State Warriors,127,Portland Trail Blazers,104,-200,+200
Wed Nov 2 2016,Philadelphia 76ers,93,Charlotte Hornets,109, , 
Wed Nov 2 2016,Toronto Raptors,113,Washington Wizards,103, , 
Wed Nov 2 2016,Los Angeles Lakers,123,Atlanta Hawks,116, , 
Wed Nov 2 2016,Detroit Pistons,101,Brooklyn Nets,109,-167,+165
Wed Nov 2 2016,Houston Rockets,118,New York Knicks,99, , 
Wed Nov 2 2016,Chicago Bulls,100,Boston Celtics,107,+145,-145
Wed Nov 2 2016,New Orleans Pelicans,83,Memphis Grizzlies,89,+205,-205
Wed Nov 2 2016,Dallas Mavericks,81,Utah Jazz,97,+140,-155
Wed Nov 2 2016,Portland Trail Blazers,115,Phoenix Suns,118,-138,+130
Wed Nov 2 2016,Oklahoma City Thunder,85,Los Angeles Clippers,83,+260,-280
Thu Nov 3 2016,Sacramento Kings,94,Orlando Magic,102,+103,-100
Thu Nov 3 2016,Boston Celtics,122,Cleveland Cavaliers,128, , 
Thu Nov 3 2016,Indiana Pacers,107,Milwaukee Bucks,125,-145,+130
Thu Nov 3 2016,Denver Nuggets,102,Minnesota Timberwolves,99,+150,-165
Thu Nov 3 2016,Oklahoma City Thunder,96,Golden State Warriors,122, , 
Fri Nov 4 2016,Atlanta Hawks,92,Washington Wizards,95,+105,-117
Fri Nov 4 2016,Charlotte Hornets,99,Brooklyn Nets,95,-275,+248
Fri Nov 4 2016,Miami Heat,87,Toronto Raptors,96,+265,-285
Fri Nov 4 2016,New York Knicks,117,Chicago Bulls,104,+280,-300
Fri Nov 4 2016,Los Angeles Clippers,99,Memphis Grizzlies,88,-230,+210
Fri Nov 4 2016,Phoenix Suns,112,New Orleans Pelicans,111,+135,-141
Fri Nov 4 2016,Portland Trail Blazers,105,Dallas Mavericks,95,-131,+135
Fri Nov 4 2016,San Antonio Spurs,100,Utah Jazz,86,-165,+155
Fri Nov 4 2016,Golden State Warriors,97,Los Angeles Lakers,117,-747,+610
Sat Nov 5 2016,Minnesota Timberwolves,92,Oklahoma City Thunder,112,+170,-190
Sat Nov 5 2016,Denver Nuggets,86,Detroit Pistons,103,+170,-183
Sat Nov 5 2016,Chicago Bulls,94,Indiana Pacers,111,+151,-155
Sat Nov 5 2016,Washington Wizards,86,Orlando Magic,88,+230,-225
Sat Nov 5 2016,Cleveland Cavaliers,102,Philadelphia 76ers,101, , 
Sat Nov 5 2016,Houston Rockets,97,Atlanta Hawks,112,+143,-150
Sat Nov 5 2016,Sacramento Kings,91,Milwaukee Bucks,117,+153,-160
Sat Nov 5 2016,Los Angeles Clippers,116,San Antonio Spurs,92,+180,-183
Sun Nov 6 2016,Utah Jazz,114,New York Knicks,109,-135,+120
Sun Nov 6 2016,Portland Trail Blazers,100,Memphis Grizzlies,94,-103,+135
Sun Nov 6 2016,Sacramento Kings,96,Toronto Raptors,91,+430,-315
Sun Nov 6 2016,Milwaukee Bucks,75,Dallas Mavericks,86, , 
Sun Nov 6 2016,Denver Nuggets,123,Boston Celtics,107,+260,-300
Sun Nov 6 2016,Phoenix Suns,108,Los Angeles Lakers,119,+160,-150
Mon Nov 7 2016,Indiana Pacers,100,Charlotte Hornets,122,+130,-140
Mon Nov 7 2016,Utah Jazz,109,Philadelphia 76ers,84,-190,+200
Mon Nov 7 2016,Houston Rockets,114,Washington Wizards,106,-100,-115
Mon Nov 7 2016,Orlando Magic,80,Chicago Bulls,112,+260,-275
Mon Nov 7 2016,Miami Heat,85,Oklahoma City Thunder,97,+205,-215
Mon Nov 7 2016,New Orleans Pelicans,106,Golden State Warriors,116, , 
Mon Nov 7 2016,Detroit Pistons,82,Los Angeles Clippers,114,+340,-375
Tue Nov 8 2016,Atlanta Hawks,110,Cleveland Cavaliers,106,+290,-330
Tue Nov 8 2016,Minnesota Timberwolves,110,Brooklyn Nets,119,-170,+170
Tue Nov 8 2016,Denver Nuggets,107,Memphis Grizzlies,108,+155,-165
Tue Nov 8 2016,Phoenix Suns,121,Portland Trail Blazers,124,+330,-380
Tue Nov 8 2016,Dallas Mavericks,109,Los Angeles Lakers,97,+165,-175
Tue Nov 8 2016,New Orleans Pelicans,94,Sacramento Kings,102,+245,-265
Wed Nov 9 2016,Utah Jazz,98,Charlotte Hornets,104,+135,-145
Wed Nov 9 2016,Philadelphia 76ers,115,Indiana Pacers,122, , 
Wed Nov 9 2016,Brooklyn Nets,96,New York Knicks,110,+300,-345
Wed Nov 9 2016,Minnesota Timberwolves,123,Orlando Magic,107,+125,-140
Wed Nov 9 2016,Boston Celtics,93,Washington Wizards,118,+105,+103
Wed Nov 9 2016,Chicago Bulls,107,Atlanta Hawks,115,+140,-150
Wed Nov 9 2016,Toronto Raptors,112,Oklahoma City Thunder,102,+150,-155
Wed Nov 9 2016,Detroit Pistons,100,Phoenix Suns,107,-170,+165
Wed Nov 9 2016,Houston Rockets,101,San Antonio Spurs,99,+355,-420
Wed Nov 9 2016,Dallas Mavericks,95,Golden State Warriors,116,+2000, 
Wed Nov 9 2016,Portland Trail Blazers,80,Los Angeles Clippers,111,+515,-650
Thu Nov 10 2016,Chicago Bulls,98,Miami Heat,95,+110,-105
Thu Nov 10 2016,New Orleans Pelicans,112,Milwaukee Bucks,106,+195,-205
Thu Nov 10 2016,Golden State Warriors,125,Denver Nuggets,101,-270,+250
Thu Nov 10 2016,Los Angeles Lakers,101,Sacramento Kings,91,+195,-200
Fri Nov 11 2016,Toronto Raptors,113,Charlotte Hornets,111,+110,-105
Fri Nov 11 2016,Utah Jazz,87,Orlando Magic,74,-193,+175
Fri Nov 11 2016,Indiana Pacers,105,Philadelphia 76ers,109,-210,+190
Fri Nov 11 2016,Cleveland Cavaliers,105,Washington Wizards,94,-300,+290
Fri Nov 11 2016,New York Knicks,87,Boston Celtics,115,+185,-180
Fri Nov 11 2016,Los Angeles Clippers,110,Oklahoma City Thunder,108,-195,+175
Fri Nov 11 2016,Detroit Pistons,86,San Antonio Spurs,96,+375,-425
Fri Nov 11 2016,Sacramento Kings,120,Portland Trail Blazers,122,+285,-285
Sat Nov 12 2016,Boston Celtics,105,Indiana Pacers,99,-120,+110
Sat Nov 12 2016,Los Angeles Lakers,126,New Orleans Pelicans,99, , 
Sat Nov 12 2016,Philadelphia 76ers,96,Atlanta Hawks,117, , 
Sat Nov 12 2016,New York Knicks,107,Toronto Raptors,118,+265,-310
Sat Nov 12 2016,Washington Wizards,95,Chicago Bulls,106,+460,-565
Sat Nov 12 2016,San Antonio Spurs,106,Houston Rockets,100, , 
Sat Nov 12 2016,Utah Jazz,102,Miami Heat,91,-117,+102
Sat Nov 12 2016,Los Angeles Clippers,119,Minnesota Timberwolves,105,-205,+190
Sat Nov 12 2016,Memphis Grizzlies,96,Milwaukee Bucks,106,+145,-140
Sat Nov 12 2016,Detroit Pistons,106,Denver Nuggets,95,+200,-200
Sat Nov 12 2016,Brooklyn Nets,122,Phoenix Suns,104,+180,-195
Sun Nov 13 2016,Charlotte Hornets,93,Cleveland Cavaliers,100,+295,-310
Sun Nov 13 2016,Los Angeles Lakers,99,Minnesota Timberwolves,125,+125,-105
Sun Nov 13 2016,Orlando Magic,119,Oklahoma City Thunder,117,+425,-470
Sun Nov 13 2016,Phoenix Suns,120,Golden State Warriors,133, , 
Sun Nov 13 2016,Denver Nuggets,105,Portland Trail Blazers,112,+295,-320
Mon Nov 14 2016,Orlando Magic,69,Indiana Pacers,88,+300,-340
Mon Nov 14 2016,Oklahoma City Thunder,88,Detroit Pistons,104,-115,+105
Mon Nov 14 2016,Dallas Mavericks,77,New York Knicks,93,+160,-170
Mon Nov 14 2016,Philadelphia 76ers,88,Houston Rockets,115, , 
Mon Nov 14 2016,Boston Celtics,105,New Orleans Pelicans,106,-155,+165
Mon Nov 14 2016,Miami Heat,90,San Antonio Spurs,94, , 
Mon Nov 14 2016,Memphis Grizzlies,102,Utah Jazz,96,+225,-250
Mon Nov 14 2016,Brooklyn Nets,95,Los Angeles Clippers,127, , 
Tue Nov 15 2016,Toronto Raptors,117,Cleveland Cavaliers,121,+215,-235
Tue Nov 15 2016,Atlanta Hawks,93,Miami Heat,90,-265,+250
Tue Nov 15 2016,Charlotte Hornets,115,Minnesota Timberwolves,108,+105,-100
Tue Nov 15 2016,Chicago Bulls,113,Portland Trail Blazers,88,+165,-165
Tue Nov 15 2016,Brooklyn Nets,118,Los Angeles Lakers,125,+262,-265
Wed Nov 16 2016,Cleveland Cavaliers,93,Indiana Pacers,103,+135,-135
Wed Nov 16 2016,New Orleans Pelicans,82,Orlando Magic,89,+280,-315
Wed Nov 16 2016,Washington Wizards,102,Philadelphia 76ers,109,-280,+252
Wed Nov 16 2016,Milwaukee Bucks,100,Atlanta Hawks,107,+195,-205
Wed Nov 16 2016,Dallas Mavericks,83,Boston Celtics,90,+230,-245
Wed Nov 16 2016,Detroit Pistons,102,New York Knicks,105,+109,-120
Wed Nov 16 2016,Houston Rockets,103,Oklahoma City Thunder,105,+122,-135
Wed Nov 16 2016,Golden State Warriors,127,Toronto Raptors,121,-245,+214
Wed Nov 16 2016,Phoenix Suns,104,Denver Nuggets,120,+170,-175
Wed Nov 16 2016,Memphis Grizzlies,111,Los Angeles Clippers,107, , 
Wed Nov 16 2016,San Antonio Spurs,110,Sacramento Kings,105,-225,+200
Thu Nov 17 2016,New York Knicks,112,Washington Wizards,119,+185,-210
Thu Nov 17 2016,Milwaukee Bucks,73,Miami Heat,96,+150,-160
Thu Nov 17 2016,Portland Trail Blazers,109,Houston Rockets,126,+180,-205
Thu Nov 17 2016,Philadelphia 76ers,86,Minnesota Timberwolves,110, , 
Thu Nov 17 2016,Chicago Bulls,85,Utah Jazz,77,+145,-130
Fri Nov 18 2016,Atlanta Hawks,96,Charlotte Hornets,100,+130,-130
Fri Nov 18 2016,Phoenix Suns,116,Indiana Pacers,96,+225,-180
Fri Nov 18 2016,Detroit Pistons,81,Cleveland Cavaliers,104,+360,-420
Fri Nov 18 2016,Golden State Warriors,104,Boston Celtics,88,-320,+355
Fri Nov 18 2016,Portland Trail Blazers,101,New Orleans Pelicans,113,-103,+110
Fri Nov 18 2016,Brooklyn Nets,105,Oklahoma City Thunder,124,+430,-470
Fri Nov 18 2016,Memphis Grizzlies,80,Dallas Mavericks,64,-140,+145
Fri Nov 18 2016,Toronto Raptors,113,Denver Nuggets,111,-155,+150
Fri Nov 18 2016,San Antonio Spurs,116,Los Angeles Lakers,107,-275,+275
Fri Nov 18 2016,Los Angeles Clippers,121,Sacramento Kings,115,-360,+330
Sat Nov 19 2016,Utah Jazz,102,Houston Rockets,111,+248,-270
Sat Nov 19 2016,Boston Celtics,94,Detroit Pistons,92,+155,-120
Sat Nov 19 2016,Charlotte Hornets,116,New Orleans Pelicans,121,-125,+135
Sat Nov 19 2016,Dallas Mavericks,87,Orlando Magic,95,+318,-350
Sat Nov 19 2016,Miami Heat,114,Washington Wizards,111,+178,-200
Sat Nov 19 2016,Phoenix Suns,105,Philadelphia 76ers,120,-125,+115
Sat Nov 19 2016,Minnesota Timberwolves,71,Memphis Grizzlies,93,-110,+135
Sat Nov 19 2016,Golden State Warriors,124,Milwaukee Bucks,121,-300,+375
Sat Nov 19 2016,Chicago Bulls,95,Los Angeles Clippers,102,+300,-310
Sun Nov 20 2016,Atlanta Hawks,94,New York Knicks,104,-180,+170
Sun Nov 20 2016,Portland Trail Blazers,129,Brooklyn Nets,109,-175,+170
Sun Nov 20 2016,Indiana Pacers,115,Oklahoma City Thunder,111,+425,-475
Sun Nov 20 2016,Utah Jazz,91,Denver Nuggets,105,+155,-155
Sun Nov 20 2016,Toronto Raptors,99,Sacramento Kings,102,-155,+150
Sun Nov 20 2016,Chicago Bulls,118,Los Angeles Lakers,110,+120,-100
Mon Nov 21 2016,Memphis Grizzlies,105,Charlotte Hornets,90,+190,-210
Mon Nov 21 2016,Golden State Warriors,120,Indiana Pacers,83, , 
Mon Nov 21 2016,Miami Heat,94,Philadelphia 76ers,101,-180,+165
Mon Nov 21 2016,Phoenix Suns,101,Washington Wizards,106,+320,-312
Mon Nov 21 2016,Houston Rockets,99,Detroit Pistons,96,-125,+130
Mon Nov 21 2016,Orlando Magic,89,Milwaukee Bucks,93,+245,-260
Mon Nov 21 2016,Boston Celtics,99,Minnesota Timberwolves,93,-115,+115
Mon Nov 21 2016,Dallas Mavericks,91,San Antonio Spurs,96, , 
Mon Nov 21 2016,Toronto Raptors,115,Los Angeles Clippers,123,+385,-460
Tue Nov 22 2016,New Orleans Pelicans,112,Atlanta Hawks,94,+320,-365
Tue Nov 22 2016,Portland Trail Blazers,103,New York Knicks,107,+105,-120
Tue Nov 22 2016,Chicago Bulls,107,Denver Nuggets,110, , 
Tue Nov 22 2016,Oklahoma City Thunder,109,Los Angeles Lakers,111,-150,+145
Wed Nov 23 2016,San Antonio Spurs,119,Charlotte Hornets,114,-222,+200
Wed Nov 23 2016,Portland Trail Blazers,125,Cleveland Cavaliers,137, , 
Wed Nov 23 2016,Atlanta Hawks,96,Indiana Pacers,85, , 
Wed Nov 23 2016,Phoenix Suns,92,Orlando Magic,87,+165,-175
Wed Nov 23 2016,Memphis Grizzlies,104,Philadelphia 76ers,99,-235,+210
Wed Nov 23 2016,Boston Celtics,111,Brooklyn Nets,92,-310,+260
Wed Nov 23 2016,Miami Heat,84,Detroit Pistons,107,+175,-190
Wed Nov 23 2016,Toronto Raptors,115,Houston Rockets,102,+155,-162
Wed Nov 23 2016,Los Angeles Clippers,124,Dallas Mavericks,104,-575,+492
Wed Nov 23 2016,Denver Nuggets,83,Utah Jazz,108,+300,-320
Wed Nov 23 2016,Minnesota Timberwolves,96,New Orleans Pelicans,117,-126,+120
Wed Nov 23 2016,Los Angeles Lakers,106,Golden State Warriors,149, , 
Wed Nov 23 2016,Oklahoma City Thunder,101,Sacramento Kings,116,+120,-120
Fri Nov 25 2016,San Antonio Spurs,109,Boston Celtics,103,-150,+145
Fri Nov 25 2016,Washington Wizards,94,Orlando Magic,91,-130,+115
Fri Nov 25 2016,Dallas Mavericks,90,Cleveland Cavaliers,128, , 
Fri Nov 25 2016,Los Angeles Clippers,97,Detroit Pistons,108,-260,+255
Fri Nov 25 2016,Charlotte Hornets,111,New York Knicks,113, , 
Fri Nov 25 2016,Chicago Bulls,105,Philadelphia 76ers,89,-450,+400
Fri Nov 25 2016,Brooklyn Nets,97,Indiana Pacers,118,+195,-215
Fri Nov 25 2016,Miami Heat,90,Memphis Grizzlies,81,+180,-194
Fri Nov 25 2016,Toronto Raptors,105,Milwaukee Bucks,99,-160,+145
Fri Nov 25 2016,Atlanta Hawks,68,Utah Jazz,95,+145,-157
Fri Nov 25 2016,Oklahoma City Thunder,132,Denver Nuggets,129,-136,+135
Fri Nov 25 2016,Minnesota Timberwolves,98,Phoenix Suns,85,-140,+125
Fri Nov 25 2016,New Orleans Pelicans,104,Portland Trail Blazers,119,+160,-160
Fri Nov 25 2016,Golden State Warriors,109,Los Angeles Lakers,85, , 
Fri Nov 25 2016,Houston Rockets,117,Sacramento Kings,104,-155,+145
Sat Nov 26 2016,New York Knicks,102,Charlotte Hornets,107,+195,-220
Sat Nov 26 2016,San Antonio Spurs,112,Washington Wizards,100,-219,+220
Sat Nov 26 2016,Memphis Grizzlies,110,Miami Heat,107,+105,+105
Sat Nov 26 2016,Detroit Pistons,88,Oklahoma City Thunder,106,+165,-185
Sat Nov 26 2016,Minnesota Timberwolves,102,Golden State Warriors,115, , 
Sun Nov 27 2016,Cleveland Cavaliers,112,Philadelphia 76ers,108, , 
Sun Nov 27 2016,Denver Nuggets,120,Phoenix Suns,114,+120,-118
Sun Nov 27 2016,Sacramento Kings,122,Brooklyn Nets,105,-195,+175
Sun Nov 27 2016,Los Angeles Clippers,70,Indiana Pacers,91, , 
Sun Nov 27 2016,Milwaukee Bucks,104,Orlando Magic,96, , 
Sun Nov 27 2016,New Orleans Pelicans,81,Dallas Mavericks,91,-198,+190
Sun Nov 27 2016,Houston Rockets,130,Portland Trail Blazers,114,-115,+110
Sun Nov 27 2016,Atlanta Hawks,94,Los Angeles Lakers,109,-233,+205
Mon Nov 28 2016,Sacramento Kings,95,Washington Wizards,101,+175,-195
Mon Nov 28 2016,Boston Celtics,112,Miami Heat,104,-170,+160
Mon Nov 28 2016,Oklahoma City Thunder,112,New York Knicks,103, , 
Mon Nov 28 2016,Philadelphia 76ers,95,Toronto Raptors,122, , 
Mon Nov 28 2016,Charlotte Hornets,104,Memphis Grizzlies,85, , 
Mon Nov 28 2016,Utah Jazz,112,Minnesota Timberwolves,103,-141,+130
Mon Nov 28 2016,Atlanta Hawks,100,Golden State Warriors,105, , 
Tue Nov 29 2016,Detroit Pistons,112,Charlotte Hornets,89,+150,-160
Tue Nov 29 2016,Los Angeles Clippers,122,Brooklyn Nets,127, , 
Tue Nov 29 2016,Cleveland Cavaliers,101,Milwaukee Bucks,118,-300,+259
Tue Nov 29 2016,Los Angeles Lakers,88,New Orleans Pelicans,105,+195,-220
Tue Nov 29 2016,Orlando Magic,95,San Antonio Spurs,83, , 
Tue Nov 29 2016,Houston Rockets,101,Utah Jazz,120,-114,+105
Wed Nov 30 2016,Detroit Pistons,121,Boston Celtics,114,+260,-265
Wed Nov 30 2016,Memphis Grizzlies,105,Toronto Raptors,120,+857,-891
Wed Nov 30 2016,Los Angeles Lakers,96,Chicago Bulls,90,+475,-600
Wed Nov 30 2016,New York Knicks,106,Minnesota Timberwolves,104,+155,-170
Wed Nov 30 2016,Washington Wizards,115,Oklahoma City Thunder,126,+200,-200
Wed Nov 30 2016,San Antonio Spurs,94,Dallas Mavericks,87,-400,+370
Wed Nov 30 2016,Miami Heat,106,Denver Nuggets,98,+226,-255
Wed Nov 30 2016,Atlanta Hawks,107,Phoenix Suns,109,-165,+165
Wed Nov 30 2016,Indiana Pacers,109,Portland Trail Blazers,131,+275,-310
Thu Dec 1 2016,Dallas Mavericks,87,Charlotte Hornets,97, , 
Thu Dec 1 2016,Milwaukee Bucks,111,Brooklyn Nets,93,-220,+195
Thu Dec 1 2016,Los Angeles Clippers,113,Cleveland Cavaliers,94,+155,-160
Thu Dec 1 2016,Orlando Magic,94,Memphis Grizzlies,95,-170,+160
Thu Dec 1 2016,Miami Heat,111,Utah Jazz,110,+260,-285
Thu Dec 1 2016,Houston Rockets,132,Golden State Warriors,127, , 
Fri Dec 2 2016,Orlando Magic,105,Philadelphia 76ers,88,+105,-115
Fri Dec 2 2016,Sacramento Kings,92,Boston Celtics,97,+215,-240
Fri Dec 2 2016,Minnesota Timberwolves,114,New York Knicks,118,-132,+125
Fri Dec 2 2016,Los Angeles Lakers,80,Toronto Raptors,113,+410,-499
Fri Dec 2 2016,Detroit Pistons,121,Atlanta Hawks,85,+105,-120
Fri Dec 2 2016,Cleveland Cavaliers,105,Chicago Bulls,111,-120,+120
Fri Dec 2 2016,Los Angeles Clippers,114,New Orleans Pelicans,96,-175,+170
Fri Dec 2 2016,Washington Wizards,105,San Antonio Spurs,107,+400,-424
Fri Dec 2 2016,Houston Rockets,128,Denver Nuggets,110,+151,-145
Sat Dec 3 2016,Brooklyn Nets,103,Milwaukee Bucks,112,+430,-522
Sat Dec 3 2016,Minnesota Timberwolves,125,Charlotte Hornets,120,+205,-220
Sat Dec 3 2016,Boston Celtics,107,Philadelphia 76ers,106,-525,+445
Sat Dec 3 2016,Atlanta Hawks,84,Toronto Raptors,128,+330,-364
Sat Dec 3 2016,Los Angeles Lakers,100,Memphis Grizzlies,103,+130,-132
Sat Dec 3 2016,Chicago Bulls,82,Dallas Mavericks,107,-150,+140
Sat Dec 3 2016,Denver Nuggets,98,Utah Jazz,105,+250,-298
Sat Dec 3 2016,Miami Heat,92,Portland Trail Blazers,99,+210,-240
Sat Dec 3 2016,Phoenix Suns,109,Golden State Warriors,138, , 
Sun Dec 4 2016,Orlando Magic,98,Detroit Pistons,92,+290,-310
Sun Dec 4 2016,New Orleans Pelicans,92,Oklahoma City Thunder,101,+230,-250
Sun Dec 4 2016,Sacramento Kings,98,New York Knicks,106,+110,-115
Sun Dec 4 2016,Indiana Pacers,111,Los Angeles Clippers,102, , 
Mon Dec 5 2016,Denver Nuggets,106,Philadelphia 76ers,98,-165,+150
Mon Dec 5 2016,Oklahoma City Thunder,102,Atlanta Hawks,99,+160,-170
Mon Dec 5 2016,Washington Wizards,118,Brooklyn Nets,113,-265,+236
Mon Dec 5 2016,Cleveland Cavaliers,116,Toronto Raptors,112, , 
Mon Dec 5 2016,Portland Trail Blazers,112,Chicago Bulls,110,+153,-160
Mon Dec 5 2016,Boston Celtics,106,Houston Rockets,107,+200,-220
Mon Dec 5 2016,San Antonio Spurs,97,Milwaukee Bucks,96,-245,+221
Mon Dec 5 2016,Memphis Grizzlies,110,New Orleans Pelicans,108,+175,-170
Mon Dec 5 2016,Charlotte Hornets,109,Dallas Mavericks,101,-160,+145
Mon Dec 5 2016,Indiana Pacers,106,Golden State Warriors,142, , 
Mon Dec 5 2016,Utah Jazz,107,Los Angeles Lakers,101,-175,+180
Tue Dec 6 2016,Orlando Magic,124,Washington Wizards,116,+135,-147
Tue Dec 6 2016,Chicago Bulls,91,Detroit Pistons,102,+205,-210
Tue Dec 6 2016,New York Knicks,114,Miami Heat,103, , 
Tue Dec 6 2016,Philadelphia 76ers,91,Memphis Grizzlies,96,+290,-298
Tue Dec 6 2016,San Antonio Spurs,105,Minnesota Timberwolves,91,-162,+165
Tue Dec 6 2016,Phoenix Suns,105,Utah Jazz,112,+255,-285
Wed Dec 7 2016,Detroit Pistons,77,Charlotte Hornets,87,+200,-225
Wed Dec 7 2016,Boston Celtics,117,Orlando Magic,87,-113,+114
Wed Dec 7 2016,Miami Heat,95,Atlanta Hawks,103,+380,-425
Wed Dec 7 2016,Denver Nuggets,111,Brooklyn Nets,116,-180,+165
Wed Dec 7 2016,Los Angeles Lakers,95,Houston Rockets,134, , 
Wed Dec 7 2016,Portland Trail Blazers,107,Milwaukee Bucks,115, , 
Wed Dec 7 2016,Cleveland Cavaliers,126,New York Knicks,94,-375,+325
Wed Dec 7 2016,Sacramento Kings,120,Dallas Mavericks,89,-150,+137
Wed Dec 7 2016,Indiana Pacers,109,Phoenix Suns,94,-165,+165
Wed Dec 7 2016,Golden State Warriors,115,Los Angeles Clippers,98,-155,+165
Thu Dec 8 2016,Minnesota Timberwolves,110,Toronto Raptors,124,+420,-500
Thu Dec 8 2016,Denver Nuggets,85,Washington Wizards,92,+190,-215
Thu Dec 8 2016,Portland Trail Blazers,86,Memphis Grizzlies,88,-105,+125
Thu Dec 8 2016,Philadelphia 76ers,99,New Orleans Pelicans,88,+230,-240
Thu Dec 8 2016,Golden State Warriors,106,Utah Jazz,99,-581,+650
Thu Dec 8 2016,San Antonio Spurs,91,Chicago Bulls,95,-150,+145
Fri Dec 9 2016,Orlando Magic,88,Charlotte Hornets,109,+250,-265
Fri Dec 9 2016,Toronto Raptors,101,Boston Celtics,94,+125,-120
Fri Dec 9 2016,Miami Heat,84,Cleveland Cavaliers,114, , 
Fri Dec 9 2016,Atlanta Hawks,114,Milwaukee Bucks,110,+140,-148
Fri Dec 9 2016,Detroit Pistons,117,Minnesota Timberwolves,90,-155,+142
Fri Dec 9 2016,Houston Rockets,102,Oklahoma City Thunder,99, , 
Fri Dec 9 2016,Indiana Pacers,103,Dallas Mavericks,111,-165,+155
