date,away_team,away_pt,home_team,home_pt,away_line,home_line
Fri Nov 13 2015,Portland Trail Blazers,100,Memphis Grizzlies,101,+230,-273
Fri Nov 13 2015,Philadelphia 76ers,85,Oklahoma City Thunder,102,+896,-1399
Fri Nov 13 2015,Los Angeles Lakers,82,Dallas Mavericks,90,+277,-337
Fri Nov 13 2015,Houston Rockets,98,Denver Nuggets,107,-271,+226
Fri Nov 13 2015,Brooklyn Nets,109,Sacramento Kings,111,+226,-268
Sat Nov 14 2015,Detroit Pistons,96,Los Angeles Clippers,101,+120,-140
Sat Nov 14 2015,Orlando Magic,99,Washington Wizards,108,+193,-230
Sat Nov 14 2015,Dallas Mavericks,110,Houston Rockets,98,+272,-329
Sat Nov 14 2015,Cleveland Cavaliers,105,Milwaukee Bucks,108,-232,+194
Sat Nov 14 2015,Philadelphia 76ers,83,San Antonio Spurs,92,+1565,-3810
Sat Nov 14 2015,Denver Nuggets,81,Phoenix Suns,105,+261,-315
Sat Nov 14 2015,Brooklyn Nets,99,Golden State Warriors,107,+1621,-4260
Sun Nov 15 2015,New Orleans Pelicans,87,New York Knicks,95,+108,-128
Sun Nov 15 2015,Memphis Grizzlies,114,Minnesota Timberwolves,106,-185,+162
Sun Nov 15 2015,Portland Trail Blazers,94,Charlotte Hornets,106,+162,-185
Sun Nov 15 2015,Utah Jazz,97,Atlanta Hawks,96,+133,-152
Sun Nov 15 2015,Boston Celtics,100,Oklahoma City Thunder,85,+181,-217
Sun Nov 15 2015,Toronto Raptors,101,Sacramento Kings,107,-128,+108
Sun Nov 15 2015,Detroit Pistons,85,Los Angeles Lakers,97,-203,+172
Mon Nov 16 2015,Dallas Mavericks,92,Philadelphia 76ers,86,-388,+315
Mon Nov 16 2015,Indiana Pacers,95,Chicago Bulls,96,+213,-255
Mon Nov 16 2015,Boston Celtics,111,Houston Rockets,95,+172,-203
Mon Nov 16 2015,Oklahoma City Thunder,114,Memphis Grizzlies,122,+122,-141
Mon Nov 16 2015,Portland Trail Blazers,80,San Antonio Spurs,93,+671,-968
Mon Nov 16 2015,Los Angeles Lakers,101,Phoenix Suns,120,+553,-763
Tue Nov 17 2015,Milwaukee Bucks,86,Washington Wizards,115,+139,-158
Tue Nov 17 2015,Atlanta Hawks,88,Brooklyn Nets,90,-189,+164
Tue Nov 17 2015,Cleveland Cavaliers,99,Detroit Pistons,104,-195,+167
Tue Nov 17 2015,Minnesota Timberwolves,103,Miami Heat,91,+318,-394
Tue Nov 17 2015,Charlotte Hornets,94,New York Knicks,102,+100,-116
Tue Nov 17 2015,Denver Nuggets,115,New Orleans Pelicans,98,+205,-242
Tue Nov 17 2015,Toronto Raptors,110,Golden State Warriors,115,+394,-504
Wed Nov 18 2015,Brooklyn Nets,111,Charlotte Hornets,116,+219,-262
Wed Nov 18 2015,Minnesota Timberwolves,101,Orlando Magic,104,+176,-208
Wed Nov 18 2015,Indiana Pacers,112,Philadelphia 76ers,85,-238,+200
Wed Nov 18 2015,Dallas Mavericks,106,Boston Celtics,102,+166,-194
Wed Nov 18 2015,Sacramento Kings,97,Atlanta Hawks,103,+117,-136
Wed Nov 18 2015,Portland Trail Blazers,103,Houston Rockets,108,+237,-286
Wed Nov 18 2015,New Orleans Pelicans,103,Oklahoma City Thunder,110,+672,-961
Wed Nov 18 2015,Denver Nuggets,98,San Antonio Spurs,109,+892,-1382
Wed Nov 18 2015,Toronto Raptors,89,Utah Jazz,93,+159,-182
Wed Nov 18 2015,Chicago Bulls,103,Phoenix Suns,97,+132,-154
Thu Nov 19 2015,Sacramento Kings,109,Miami Heat,116,+424,-541
Thu Nov 19 2015,Milwaukee Bucks,100,Cleveland Cavaliers,115,+465,-623
Thu Nov 19 2015,Golden State Warriors,124,Los Angeles Clippers,117,-241,+200
Fri Nov 20 2015,Philadelphia 76ers,88,Charlotte Hornets,113,+498,-679
Fri Nov 20 2015,Brooklyn Nets,95,Boston Celtics,120,+334,-418
Fri Nov 20 2015,Houston Rockets,84,Memphis Grizzlies,96,+122,-141
Fri Nov 20 2015,Detroit Pistons,96,Minnesota Timberwolves,86,-142,+121
Fri Nov 20 2015,San Antonio Spurs,90,New Orleans Pelicans,104,-329,+268
Fri Nov 20 2015,New York Knicks,93,Oklahoma City Thunder,90,+222,-267
Fri Nov 20 2015,Utah Jazz,93,Dallas Mavericks,102,+103,-122
Fri Nov 20 2015,Phoenix Suns,114,Denver Nuggets,107,-167,+144
Fri Nov 20 2015,Los Angeles Clippers,91,Portland Trail Blazers,102,-174,+154
Fri Nov 20 2015,Chicago Bulls,94,Golden State Warriors,106,+362,-451
Fri Nov 20 2015,Toronto Raptors,102,Los Angeles Lakers,91,-275,+230
Sat Nov 21 2015,Sacramento Kings,97,Orlando Magic,91,+135,-155
Sat Nov 21 2015,Milwaukee Bucks,86,Indiana Pacers,123,+168,-196
Sat Nov 21 2015,Atlanta Hawks,97,Cleveland Cavaliers,109,+188,-220
Sat Nov 21 2015,Washington Wizards,97,Detroit Pistons,95,-107,-111
Sat Nov 21 2015,New York Knicks,107,Houston Rockets,102,+163,-184
Sat Nov 21 2015,Philadelphia 76ers,91,Miami Heat,96,+859,-1267
Sat Nov 21 2015,Memphis Grizzlies,82,San Antonio Spurs,92,+279,-334
Sun Nov 22 2015,Toronto Raptors,91,Los Angeles Clippers,80,+246,-299
Sun Nov 22 2015,Boston Celtics,101,Brooklyn Nets,111,-252,+210
Sun Nov 22 2015,Phoenix Suns,116,New Orleans Pelicans,122,-103,-117
Sun Nov 22 2015,Dallas Mavericks,114,Oklahoma City Thunder,117,+138,-157
Sun Nov 22 2015,Golden State Warriors,118,Denver Nuggets,105,-1146,+781
Sun Nov 22 2015,Portland Trail Blazers,107,Los Angeles Lakers,93,-138,+119
Mon Nov 23 2015,Sacramento Kings,122,Charlotte Hornets,127,+144,-164
Mon Nov 23 2015,Orlando Magic,103,Cleveland Cavaliers,117,+317,-392
Mon Nov 23 2015,New York Knicks,78,Miami Heat,95,+173,-206
Mon Nov 23 2015,Detroit Pistons,88,Milwaukee Bucks,109,-158,+137
Mon Nov 23 2015,Philadelphia 76ers,95,Minnesota Timberwolves,100,+261,-315
Mon Nov 23 2015,Phoenix Suns,84,San Antonio Spurs,98,+420,-544
Mon Nov 23 2015,Oklahoma City Thunder,111,Utah Jazz,89,+122,-143
Tue Nov 24 2015,Indiana Pacers,123,Washington Wizards,106,+130,-150
Tue Nov 24 2015,Boston Celtics,97,Atlanta Hawks,121,+117,-136
Tue Nov 24 2015,Dallas Mavericks,96,Memphis Grizzlies,110,+123,-141
Tue Nov 24 2015,Los Angeles Clippers,111,Denver Nuggets,94,-288,+240
Tue Nov 24 2015,Chicago Bulls,93,Portland Trail Blazers,88,-143,+124
Tue Nov 24 2015,Los Angeles Lakers,77,Golden State Warriors,111,+1658,-4189
Wed Nov 25 2015,Washington Wizards,87,Charlotte Hornets,101,+145,-166
Wed Nov 25 2015,New York Knicks,91,Orlando Magic,100,-108,-120
Wed Nov 25 2015,Philadelphia 76ers,80,Boston Celtics,84,+638,-883
Wed Nov 25 2015,Miami Heat,81,Detroit Pistons,104,+108,-127
Wed Nov 25 2015,Cleveland Cavaliers,99,Toronto Raptors,103,-157,+136
Wed Nov 25 2015,Memphis Grizzlies,102,Houston Rockets,93, , 
Wed Nov 25 2015,Sacramento Kings,129,Milwaukee Bucks,118,+166,-193
Wed Nov 25 2015,Atlanta Hawks,95,Minnesota Timberwolves,99,-159,+138
Wed Nov 25 2015,Brooklyn Nets,99,Oklahoma City Thunder,110,+697,-1048
Wed Nov 25 2015,Dallas Mavericks,83,San Antonio Spurs,88,+436,-563
Wed Nov 25 2015,New Orleans Pelicans,120,Phoenix Suns,114,+150,-170
Wed Nov 25 2015,Utah Jazz,102,Los Angeles Clippers,91,+178,-211
Fri Nov 27 2015,Cleveland Cavaliers,95,Charlotte Hornets,90,-185,+161
Fri Nov 27 2015,Milwaukee Bucks,90,Orlando Magic,114,+141,-161
Fri Nov 27 2015,Washington Wizards,78,Boston Celtics,111,+130,-151
Fri Nov 27 2015,Miami Heat,97,New York Knicks,78,-119,+101
Fri Nov 27 2015,Philadelphia 76ers,114,Houston Rockets,116,+548,-767
Fri Nov 27 2015,Chicago Bulls,92,Indiana Pacers,104,+146,-165
Fri Nov 27 2015,Atlanta Hawks,116,Memphis Grizzlies,101,+125,-145
Fri Nov 27 2015,Detroit Pistons,87,Oklahoma City Thunder,103,+308,-375
Fri Nov 27 2015,San Antonio Spurs,91,Denver Nuggets,80,-348,+286
Fri Nov 27 2015,Golden State Warriors,135,Phoenix Suns,116,-388,+314
Fri Nov 27 2015,Minnesota Timberwolves,101,Sacramento Kings,91,+139,-160
Fri Nov 27 2015,New Orleans Pelicans,90,Los Angeles Clippers,111,+225,-266
Sat Nov 28 2015,Toronto Raptors,84,Washington Wizards,82,-169,+149
Sat Nov 28 2015,Brooklyn Nets,88,Cleveland Cavaliers,90,+377,-470
Sat Nov 28 2015,Denver Nuggets,81,Dallas Mavericks,92,+333,-407
Sat Nov 28 2015,Atlanta Hawks,88,San Antonio Spurs,108,+256,-308
Sat Nov 28 2015,New Orleans Pelicans,87,Utah Jazz,101,+196,-232
Sat Nov 28 2015,Los Angeles Lakers,96,Portland Trail Blazers,108,+311,-381
Sat Nov 28 2015,Sacramento Kings,101,Golden State Warriors,120,+1495,-3423
Sun Nov 29 2015,Milwaukee Bucks,82,Charlotte Hornets,87,+220,-263
Sun Nov 29 2015,Minnesota Timberwolves,99,Los Angeles Clippers,107,+421,-545
Sun Nov 29 2015,Detroit Pistons,83,Brooklyn Nets,87,-191,+165
Sun Nov 29 2015,Philadelphia 76ers,84,Memphis Grizzlies,92,+855,-1317
Sun Nov 29 2015,Boston Celtics,91,Orlando Magic,110,-140,+120
Sun Nov 29 2015,Phoenix Suns,107,Toronto Raptors,102,+136,-156
Sun Nov 29 2015,Houston Rockets,116,New York Knicks,111,-182,+159
Sun Nov 29 2015,Indiana Pacers,107,Los Angeles Lakers,103,-532,+409
Mon Nov 30 2015,Houston Rockets,105,Detroit Pistons,116,+153,-174
Mon Nov 30 2015,Boston Celtics,105,Miami Heat,95,+156,-177
Mon Nov 30 2015,Oklahoma City Thunder,100,Atlanta Hawks,106,-150,+129
Mon Nov 30 2015,San Antonio Spurs,89,Chicago Bulls,92,-181,+159
Mon Nov 30 2015,Denver Nuggets,74,Milwaukee Bucks,92,+148,-169
Mon Nov 30 2015,Golden State Warriors,106,Utah Jazz,103,-330,+274
Mon Nov 30 2015,Dallas Mavericks,98,Sacramento Kings,112,+110,-130
Mon Nov 30 2015,Portland Trail Blazers,87,Los Angeles Clippers,102,+273,-330
Tue Dec 1 2015,Washington Wizards,97,Cleveland Cavaliers,85,+373,-470
Tue Dec 1 2015,Los Angeles Lakers,91,Philadelphia 76ers,103,+112,-133
Tue Dec 1 2015,Phoenix Suns,91,Brooklyn Nets,94,-173,+153
Tue Dec 1 2015,Orlando Magic,96,Minnesota Timberwolves,93,+103,-122
Tue Dec 1 2015,Memphis Grizzlies,113,New Orleans Pelicans,104,-105,-113
Tue Dec 1 2015,Dallas Mavericks,115,Portland Trail Blazers,112,+103,-124
Wed Dec 2 2015,Golden State Warriors,116,Charlotte Hornets,99,-442,+352
Wed Dec 2 2015,Los Angeles Lakers,108,Washington Wizards,104,+461,-598
Wed Dec 2 2015,Phoenix Suns,122,Detroit Pistons,127,+149,-171
Wed Dec 2 2015,Philadelphia 76ers,87,New York Knicks,99,+339,-423
Wed Dec 2 2015,Toronto Raptors,96,Atlanta Hawks,86,+153,-172
Wed Dec 2 2015,Denver Nuggets,90,Chicago Bulls,99,+388,-495
Wed Dec 2 2015,New Orleans Pelicans,101,Houston Rockets,108,+142,-163
Wed Dec 2 2015,Milwaukee Bucks,70,San Antonio Spurs,95,+720,-1031
Wed Dec 2 2015,Indiana Pacers,103,Los Angeles Clippers,91,-136,+116
Thu Dec 3 2015,Oklahoma City Thunder,95,Miami Heat,97,-193,+166
Thu Dec 3 2015,Denver Nuggets,106,Toronto Raptors,105,+444,-578
Thu Dec 3 2015,Orlando Magic,103,Utah Jazz,94,+145,-164
Thu Dec 3 2015,San Antonio Spurs,103,Memphis Grizzlies,83,-157,+137
Thu Dec 3 2015,Indiana Pacers,111,Portland Trail Blazers,123,-140,+121
Thu Dec 3 2015,Boston Celtics,114,Sacramento Kings,97,-138,+121
Fri Dec 4 2015,Brooklyn Nets,91,New York Knicks,108,+142,-160
Fri Dec 4 2015,Phoenix Suns,106,Washington Wizards,109,-144,+126
Fri Dec 4 2015,Milwaukee Bucks,95,Detroit Pistons,102,+224,-267
Fri Dec 4 2015,Los Angeles Lakers,87,Atlanta Hawks,100,+546,-789
Fri Dec 4 2015,Houston Rockets,100,Dallas Mavericks,96,+174,-204
Fri Dec 4 2015,Cleveland Cavaliers,108,New Orleans Pelicans,114,-202,+173
Sat Dec 5 2015,Denver Nuggets,108,Philadelphia 76ers,105,-158,+137
Sat Dec 5 2015,Golden State Warriors,112,Toronto Raptors,109,-320,+262
Sat Dec 5 2015,Charlotte Hornets,102,Chicago Bulls,96,+193,-230
Sat Dec 5 2015,Sacramento Kings,113,Houston Rockets,120,+132,-153
Sat Dec 5 2015,Cleveland Cavaliers,84,Miami Heat,99,+166,-195
Sat Dec 5 2015,Portland Trail Blazers,109,Minnesota Timberwolves,103,+104,-122
Sat Dec 5 2015,New York Knicks,91,Milwaukee Bucks,106, , 
Sat Dec 5 2015,Boston Celtics,105,San Antonio Spurs,108,+337,-413
Sat Dec 5 2015,Indiana Pacers,119,Utah Jazz,122,-129,+111
Sat Dec 5 2015,Orlando Magic,101,Los Angeles Clippers,103,+114,-135
Sun Dec 6 2015,Phoenix Suns,93,Memphis Grizzlies,95,+190,-224
Sun Dec 6 2015,Golden State Warriors,114,Brooklyn Nets,98,-754,+550
Sun Dec 6 2015,Los Angeles Lakers,91,Detroit Pistons,111,+403,-511
Sun Dec 6 2015,Dallas Mavericks,116,Washington Wizards,104,-135,+114
Sun Dec 6 2015,Sacramento Kings,95,Oklahoma City Thunder,98,+576,-811
Mon Dec 7 2015,Detroit Pistons,84,Charlotte Hornets,104,+114,-132
Mon Dec 7 2015,San Antonio Spurs,119,Philadelphia 76ers,68,-634,+486
Mon Dec 7 2015,Washington Wizards,114,Miami Heat,103,+317,-390
Mon Dec 7 2015,Dallas Mavericks,104,New York Knicks,97,-106,-125
Mon Dec 7 2015,Los Angeles Lakers,93,Toronto Raptors,102,+566,-802
Mon Dec 7 2015,Phoenix Suns,103,Chicago Bulls,101,+245,-297
Mon Dec 7 2015,Portland Trail Blazers,88,Milwaukee Bucks,90,-129,+109
Mon Dec 7 2015,Los Angeles Clippers,110,Minnesota Timberwolves,106,-173,+152
Mon Dec 7 2015,Boston Celtics,111,New Orleans Pelicans,93,-120,+102
Tue Dec 8 2015,Portland Trail Blazers,100,Cleveland Cavaliers,105,+394,-501
Tue Dec 8 2015,Golden State Warriors,131,Indiana Pacers,123,-227,+191
Tue Dec 8 2015,Houston Rockets,105,Brooklyn Nets,110,-218,+184
Tue Dec 8 2015,Oklahoma City Thunder,125,Memphis Grizzlies,88,-131,+114
Tue Dec 8 2015,Orlando Magic,85,Denver Nuggets,74,-169,+149
Tue Dec 8 2015,Utah Jazz,106,Sacramento Kings,114,+128,-147
Wed Dec 9 2015,Chicago Bulls,100,Boston Celtics,105,+147,-168
Wed Dec 9 2015,Miami Heat,81,Charlotte Hornets,99,-135,-104
Wed Dec 9 2015,Houston Rockets,109,Washington Wizards,103,+157,-179
Wed Dec 9 2015,Memphis Grizzlies,93,Detroit Pistons,92,+151,-171
Wed Dec 9 2015,San Antonio Spurs,94,Toronto Raptors,97,-252,+211
Wed Dec 9 2015,Los Angeles Clippers,109,Milwaukee Bucks,95,-215,+184
Wed Dec 9 2015,Los Angeles Lakers,122,Minnesota Timberwolves,123,+273,-329
Wed Dec 9 2015,Orlando Magic,104,Phoenix Suns,107,+168,-195
Wed Dec 9 2015,New York Knicks,85,Utah Jazz,106,+127,-144
Wed Dec 9 2015,Atlanta Hawks,98,Dallas Mavericks,95,-128,+109
Thu Dec 10 2015,Philadelphia 76ers,91,Brooklyn Nets,100,+231,-279
Thu Dec 10 2015,Los Angeles Clippers,80,Chicago Bulls,83,-127,+106
Thu Dec 10 2015,Atlanta Hawks,94,Oklahoma City Thunder,107,+269,-330
Thu Dec 10 2015,New York Knicks,97,Sacramento Kings,99,+201,-239
Fri Dec 11 2015,Miami Heat,83,Indiana Pacers,96,+172,-204
Fri Dec 11 2015,Cleveland Cavaliers,111,Orlando Magic,76,-158,+138
Fri Dec 11 2015,Detroit Pistons,107,Philadelphia 76ers,95,-410,+329
Fri Dec 11 2015,Golden State Warriors,124,Boston Celtics,119,-204,+172
Fri Dec 11 2015,Milwaukee Bucks,83,Toronto Raptors,90,+267,-325
