Tue Nov 1 2022,7:30p,Golden State Warriors,109,Miami Heat,116
Tue Nov 1 2022,8:00p,Orlando Magic,108,Oklahoma City Thunder,116
Tue Nov 1 2022,10:00p,Minnesota Timberwolves,107,Phoenix Suns,116
Wed Nov 2 2022,6:00p,Washington Wizards,121,Philadelphia 76ers,111
Wed Nov 2 2022,7:30p,Boston Celtics,113,Cleveland Cavaliers,114
Wed Nov 2 2022,7:30p,Sacramento Kings,107,Miami Heat,110
Wed Nov 2 2022,7:30p,Atlanta Hawks,112,New York Knicks,99
Wed Nov 2 2022,8:00p,Charlotte Hornets,88,Chicago Bulls,106
Wed Nov 2 2022,8:00p,Los Angeles Clippers,109,Houston Rockets,101
Wed Nov 2 2022,8:00p,Detroit Pistons,91,Milwaukee Bucks,116
Wed Nov 2 2022,8:00p,Toronto Raptors,143,San Antonio Spurs,100
Wed Nov 2 2022,8:30p,Utah Jazz,100,Dallas Mavericks,103
Wed Nov 2 2022,10:00p,Memphis Grizzlies,111,Portland Trail Blazers,106
Wed Nov 2 2022,10:30p,New Orleans Pelicans,117,Los Angeles Lakers,120
Thu Nov 3 2022,7:00p,Golden State Warriors,129,Orlando Magic,130
Thu Nov 3 2022,8:00p,Denver Nuggets,122,Oklahoma City Thunder,110
Fri Nov 4 2022,7:00p,Cleveland Cavaliers,112,Detroit Pistons,88
Fri Nov 4 2022,7:00p,Miami Heat,99,Indiana Pacers,101
Fri Nov 4 2022,7:00p,New York Knicks,106,Philadelphia 76ers,104
Fri Nov 4 2022,7:00p,Brooklyn Nets,128,Washington Wizards,86
Fri Nov 4 2022,7:30p,Chicago Bulls,119,Boston Celtics,123
Fri Nov 4 2022,8:00p,Charlotte Hornets,99,Memphis Grizzlies,130
Fri Nov 4 2022,8:00p,Los Angeles Clippers,113,San Antonio Spurs,106
Fri Nov 4 2022,8:30p,Toronto Raptors,110,Dallas Mavericks,111
Fri Nov 4 2022,8:30p,Golden State Warriors,105,New Orleans Pelicans,114
Fri Nov 4 2022,10:00p,Milwaukee Bucks,115,Minnesota Timberwolves,102
Fri Nov 4 2022,10:00p,Portland Trail Blazers,108,Phoenix Suns,106
Fri Nov 4 2022,10:30p,Utah Jazz,130,Los Angeles Lakers,116
