Tue Oct 28 2014,Orlando Magic,84,New Orleans Pelicans,101
Tue Oct 28 2014,Dallas Mavericks,100,San Antonio Spurs,101
Tue Oct 28 2014,Houston Rockets,108,Los Angeles Lakers,90
Wed Oct 29 2014,Milwaukee Bucks,106,Charlotte Hornets,108
Wed Oct 29 2014,Philadelphia 76ers,91,Indiana Pacers,103
Wed Oct 29 2014,Atlanta Hawks,102,Toronto Raptors,109
Wed Oct 29 2014,Washington Wizards,95,Miami Heat,107
Wed Oct 29 2014,Brooklyn Nets,105,Boston Celtics,121
Wed Oct 29 2014,Chicago Bulls,104,New York Knicks,80
Wed Oct 29 2014,Minnesota Timberwolves,101,Memphis Grizzlies,105
Wed Oct 29 2014,Detroit Pistons,79,Denver Nuggets,89
Wed Oct 29 2014,Houston Rockets,104,Utah Jazz,93
Wed Oct 29 2014,Los Angeles Lakers,99,Phoenix Suns,119
Wed Oct 29 2014,Golden State Warriors,95,Sacramento Kings,77
Wed Oct 29 2014,Oklahoma City Thunder,89,Portland Trail Blazers,106
Thu Oct 30 2014,Washington Wizards,105,Orlando Magic,98
Thu Oct 30 2014,New York Knicks,95,Cleveland Cavaliers,90
Thu Oct 30 2014,Detroit Pistons,91,Minnesota Timberwolves,97
Thu Oct 30 2014,Utah Jazz,102,Dallas Mavericks,120
Thu Oct 30 2014,Oklahoma City Thunder,90,Los Angeles Clippers,93
Fri Oct 31 2014,Memphis Grizzlies,97,Indiana Pacers,89
Fri Oct 31 2014,Cleveland Cavaliers,114,Chicago Bulls,108
Fri Oct 31 2014,Philadelphia 76ers,81,Milwaukee Bucks,93
Fri Oct 31 2014,San Antonio Spurs,89,Phoenix Suns,94
Fri Oct 31 2014,Portland Trail Blazers,94,Sacramento Kings,103
Fri Oct 31 2014,Los Angeles Clippers,118,Los Angeles Lakers,111
Sat Nov 1 2014,Memphis Grizzlies,71,Charlotte Hornets,69
Sat Nov 1 2014,Dallas Mavericks,109,New Orleans Pelicans,104
Sat Nov 1 2014,Toronto Raptors,108,Orlando Magic,95
Sat Nov 1 2014,Miami Heat,114,Philadelphia 76ers,96
Sat Nov 1 2014,Milwaukee Bucks,97,Washington Wizards,108
Sat Nov 1 2014,Indiana Pacers,92,Atlanta Hawks,102
Sat Nov 1 2014,Brooklyn Nets,102,Detroit Pistons,90
Sat Nov 1 2014,Boston Celtics,90,Houston Rockets,104
Sat Nov 1 2014,Chicago Bulls,106,Minnesota Timberwolves,105
Sat Nov 1 2014,Denver Nuggets,91,Oklahoma City Thunder,102
Sat Nov 1 2014,Phoenix Suns,91,Utah Jazz,118
Sat Nov 1 2014,Los Angeles Lakers,104,Golden State Warriors,127
Sun Nov 2 2014,Sacramento Kings,98,Los Angeles Clippers,92
Sun Nov 2 2014,Toronto Raptors,102,Miami Heat,107
Sun Nov 2 2014,Charlotte Hornets,93,New York Knicks,96
Sun Nov 2 2014,Golden State Warriors,95,Portland Trail Blazers,90
Mon Nov 3 2014,Houston Rockets,104,Philadelphia 76ers,93
Mon Nov 3 2014,Oklahoma City Thunder,85,Brooklyn Nets,116
Mon Nov 3 2014,New Orleans Pelicans,81,Memphis Grizzlies,93
Mon Nov 3 2014,Boston Celtics,113,Dallas Mavericks,118
Mon Nov 3 2014,Sacramento Kings,110,Denver Nuggets,105
Mon Nov 3 2014,Utah Jazz,101,Los Angeles Clippers,107
Tue Nov 4 2014,Milwaukee Bucks,87,Indiana Pacers,81
Tue Nov 4 2014,Houston Rockets,108,Miami Heat,91
Tue Nov 4 2014,Washington Wizards,98,New York Knicks,83
Tue Nov 4 2014,Oklahoma City Thunder,88,Toronto Raptors,100
Tue Nov 4 2014,Orlando Magic,90,Chicago Bulls,98
Tue Nov 4 2014,Charlotte Hornets,91,New Orleans Pelicans,100
Tue Nov 4 2014,Cleveland Cavaliers,82,Portland Trail Blazers,101
Tue Nov 4 2014,Phoenix Suns,112,Los Angeles Lakers,106
Wed Nov 5 2014,Miami Heat,89,Charlotte Hornets,96
Wed Nov 5 2014,Orlando Magic,91,Philadelphia 76ers,89
Wed Nov 5 2014,Toronto Raptors,110,Boston Celtics,107
Wed Nov 5 2014,Minnesota Timberwolves,98,Brooklyn Nets,91
Wed Nov 5 2014,New York Knicks,95,Detroit Pistons,98
Wed Nov 5 2014,Chicago Bulls,95,Milwaukee Bucks,86
Wed Nov 5 2014,Indiana Pacers,94,Washington Wizards,96
Wed Nov 5 2014,Atlanta Hawks,92,San Antonio Spurs,94
Wed Nov 5 2014,Memphis Grizzlies,102,Phoenix Suns,91
Wed Nov 5 2014,Cleveland Cavaliers,100,Utah Jazz,102
Wed Nov 5 2014,Denver Nuggets,109,Sacramento Kings,131
Wed Nov 5 2014,Los Angeles Clippers,104,Golden State Warriors,121
Thu Nov 6 2014,San Antonio Spurs,81,Houston Rockets,98
Thu Nov 6 2014,Dallas Mavericks,87,Portland Trail Blazers,108
Fri Nov 7 2014,Atlanta Hawks,119,Charlotte Hornets,122
Fri Nov 7 2014,Minnesota Timberwolves,103,Orlando Magic,112
Fri Nov 7 2014,Chicago Bulls,118,Philadelphia 76ers,115
Fri Nov 7 2014,Indiana Pacers,98,Boston Celtics,101
Fri Nov 7 2014,New York Knicks,99,Brooklyn Nets,110
Fri Nov 7 2014,Milwaukee Bucks,95,Detroit Pistons,98
Fri Nov 7 2014,Washington Wizards,84,Toronto Raptors,103
Fri Nov 7 2014,Memphis Grizzlies,91,Oklahoma City Thunder,89
Fri Nov 7 2014,Sacramento Kings,114,Phoenix Suns,112
Fri Nov 7 2014,Dallas Mavericks,105,Utah Jazz,82
Fri Nov 7 2014,Cleveland Cavaliers,110,Denver Nuggets,101
Sat Nov 8 2014,Portland Trail Blazers,102,Los Angeles Clippers,106
Sat Nov 8 2014,Washington Wizards,97,Indiana Pacers,90
Sat Nov 8 2014,New York Knicks,96,Atlanta Hawks,103
Sat Nov 8 2014,Minnesota Timberwolves,92,Miami Heat,102
Sat Nov 8 2014,Boston Celtics,106,Chicago Bulls,101
Sat Nov 8 2014,Golden State Warriors,98,Houston Rockets,87
Sat Nov 8 2014,Memphis Grizzlies,92,Milwaukee Bucks,93
Sat Nov 8 2014,New Orleans Pelicans,100,San Antonio Spurs,99
Sun Nov 9 2014,Orlando Magic,96,Brooklyn Nets,104
Sun Nov 9 2014,Utah Jazz,97,Detroit Pistons,96
Sun Nov 9 2014,Sacramento Kings,93,Oklahoma City Thunder,101
Sun Nov 9 2014,Philadelphia 76ers,88,Toronto Raptors,120
Sun Nov 9 2014,Miami Heat,105,Dallas Mavericks,96
Sun Nov 9 2014,Golden State Warriors,95,Phoenix Suns,107
Sun Nov 9 2014,Denver Nuggets,100,Portland Trail Blazers,116
Sun Nov 9 2014,Charlotte Hornets,92,Los Angeles Lakers,107
Mon Nov 10 2014,New Orleans Pelicans,111,Cleveland Cavaliers,118
Mon Nov 10 2014,Utah Jazz,86,Indiana Pacers,97
Mon Nov 10 2014,Atlanta Hawks,91,New York Knicks,85
