-1.514519422334769105e-01,1.445677630410461753e-02,-1.383720017678584657e-01,-3.234187384604010895e-01,1.239152254637536782e-01,-9.445093852015701286e-02,3.923982139685538648e-03,-6.264603065111999658e-03,-4.332902383715888511e-03,1.866989396987230876e-01,1.109729685819839551e+00,3.648614971988308094e-03,8.949432950160010353e-04,-1.935831188911538436e-01,4.660589313275648737e-01,2.547146301199385444e-03
-9.166449305063686936e-02,0.000000000000000000e+00,-9.166449305063686936e-02,-2.684428214778040278e+00,-3.726198904497433906e-02,-9.243209002496179938e-01,5.589298356746149471e-03,-9.539069195513430813e-03,-1.531467749748451589e-02,1.083876737340212948e+00,2.113052874762406219e+00,4.024294816857229735e-03,-3.726198904497437028e-04,7.355516637477930164e-01,9.156761187912062505e-01,-3.204531057867791768e-03
-3.462197210660742286e+01,1.957425984825861054e+00,-3.266454612178156225e+01,-9.167482260807658179e+01,2.874969415212985879e+01,1.249510643501169085e+02,3.058478101290411366e-02,6.728651822838904728e-02,-1.006361634448591280e+00,1.017249816489226966e+01,6.815512600915555197e+01,-0.000000000000000000e+00,4.281869341806575358e-02,1.185955468556369112e+02,-1.918766821625541752e+02,1.223391240516164546e-01
3.705131701445382730e-02,-2.445010767451268399e-03,3.479438399834496737e-02,-6.546986524229247983e-02,-3.949632778190525356e-02,-5.512558891845864562e-02,-1.316544259396837618e-04,-9.027732064435447113e-04,-2.266336903676000221e-03,6.893049586699125097e-02,6.633126134343949598e-01,-1.316544259396832468e-04,-2.633088518793675237e-04,1.907108398611990774e-01,1.720911424783000687e-01,-6.582721296984182400e-04
2.712851350076801449e-01,-7.332030675883248472e-03,2.646196525750590944e-01,-6.018930636656834032e-01,-9.998223648931703345e-02,3.446054417665099789e-01,-1.366423898687332090e-03,-9.331675405669578871e-04,-4.754821893310263656e-03,-1.120134322801981386e-01,3.499378277125755107e-03,-4.999111824465846598e-04,-3.999289459572647463e-04,1.932656631338494913e-01,7.522996747577830323e-01,-3.999289459572684868e-04
-8.709933260136352995e-02,3.684971763903841652e-02,-5.024961496232509955e-02,3.962684635928959587e+00,1.339989732328664696e-01,-2.143146078143162825e+00,-1.591237807140296560e-03,4.438715988338721823e-03,9.412590376026168729e-03,-9.199029512436320832e-01,1.746425368015611657e+00,-1.088741657517044992e-03,-1.088741657517044992e-03,1.379351930715824459e-01,-1.827578496179765644e+00,-0.000000000000000000e+00
-6.336972596044321282e-02,2.509692117245276161e-02,-3.827280478799045121e-02,-1.961951812656473892e-01,2.258722905520745006e-01,3.795281904304208531e-01,1.631299876209427397e-03,1.756784482071694796e-03,-1.806350901387293335e-03,2.707957794507649951e-01,7.465706625775376803e-01,1.694042179140561096e-03,6.274230293113195389e-04,-5.577790730577621842e-02,-2.984023927404637622e-01,2.509692117245278047e-04
3.705543262562824985e-02,-2.531737632806898512e-03,3.452369499282134657e-02,5.680298616152148344e-02,-2.531737632806885588e-02,1.496947414888754324e-01,-4.373001365757374316e-04,-1.726184749641066201e-03,-1.256202181805481577e-03,7.599816057753096266e-02,5.204792257117742960e-01,-4.833317298994986274e-04,-3.912685432519755853e-04,2.324135146916736783e-01,-7.480133915111389364e-02,-2.301579666188091638e-05
-1.683433375318460212e-01,1.165453875220472633e-02,-1.571204483630563309e-01,9.087950329219153245e-01,1.467608583610967854e-01,2.487164899637165361e-01,-3.021547083904931367e-04,-8.632991668299803750e-04,2.069328102891460595e-03,-4.979509594275313145e-01,1.962279006204565024e-01,-2.158247917074939011e-04,1.294948750244965738e-03,3.276220338119767428e-01,-1.890625175358095003e-02,5.611444584394872925e-04
2.761936699343893117e-02,1.466515061598527110e-03,2.884146287810436526e-02,1.130780880163233970e+00,9.776767077323653132e-03,-8.535117658503786620e-02,-3.666287653996321027e-04,-2.933030123197056605e-04,2.109826335286418830e-03,-2.769758113005750255e-01,3.086036527957171649e-01,4.888383538661761460e-05,1.710934238531616443e-04,2.110804011994144302e-01,-3.574386043469451324e-01,-7.332575307992641512e-05
-7.417887885261702230e-02,-2.537698487063214103e-03,-7.671657733968026416e-02,1.213800707119928157e+00,9.174756068613165727e-02,2.400662768761787358e-01,-6.246642429694066736e-04,-2.342490911135277059e-04,3.797177766950289839e-03,-5.074225728670865854e-01,1.926698774408770187e-01,-4.880189398198488452e-04,6.246642429694050473e-04,-1.100189897929870070e-01,2.971059305622946248e-02,-1.952075759279392128e-04
-9.407501457942385459e-02,4.406323867888704664e-03,-8.966869071153515947e-02,1.156197351314658617e+00,5.507904834860881393e-02,1.199621673032732899e-01,1.321897160366612830e-04,1.321897160366611529e-03,4.985975772709478997e-03,-1.438664742865663759e-01,9.019744957568205657e-02,3.304742900916525570e-04,-4.406323867888709434e-05,4.302775256993311703e-02,-1.480745135804025225e-01,8.812647735777357882e-05
2.580408762552097168e-01,2.967470076934912437e-02,2.864253726432828273e-01,3.779008632757604458e-01,-4.773756210721384341e-01,7.124508593406237988e-01,-7.354164973273477277e-03,-1.612755476595061077e-02,1.123768016091309090e-03,-1.472123199035990093e-01,-6.244589205376144952e-02,-4.386694896338565880e-03,-2.193347448169284675e-03,-7.418675192337270685e-02,1.246337432312655397e-01,1.032163505020840038e-03
3.438232108544915788e-01,-2.065004269396345307e-02,3.231731681605281015e-01,4.149626079351888541e-01,-1.032502134698172758e-01,7.077802133355215464e-02,-2.581255336745434128e-04,5.162510673490868255e-04,1.312310213201383323e-03,2.364429888458813023e-01,8.977606061200341103e-02,-2.581255336745434128e-04,-0.000000000000000000e+00,2.573511570735186327e-01,-6.129965173702961456e-01,-7.227514942887201897e-04
6.759708999425974307e-02,7.837343767450401927e-03,7.445476579077883739e-02,2.084929375735979917e+00,1.371535159303811924e-01,1.368204288202650387e+00,5.094273448842759691e-03,-5.584107434308410896e-03,1.171095092451277138e-02,-7.851059119043468648e-01,-6.040632708762393444e-01,6.465808608146581676e-03,2.057302738955732110e-03,-1.181479572943140571e-01,-1.256718073110661082e+00,4.114605477911461619e-03
2.466304988912164289e-03,1.409317136521238099e-03,4.227951409563713431e-03,2.360606203673429673e-02,-2.113975704781836593e-02,-1.697170161655658094e-01,7.398914966736485060e-04,-1.268385422869115070e-03,-2.623443849634298723e-03,-2.384916924278075168e-01,5.514657955207601381e-01,5.284939261954646125e-04,-2.818634273042477933e-04,-2.219674490021014690e-02,8.721206770077617465e-01,-8.455902819127424043e-04
1.218291820002104231e-01,-9.140934934825135569e-03,1.126882470653852719e-01,5.504341344688488125e-01,-4.195838986477107291e-02,2.480789800754571728e-01,2.697325062735288085e-04,-2.397622277986922892e-04,1.764949699383128482e-03,-2.631840004267769761e-01,5.063478548323635531e-02,3.896136201728745601e-04,-1.498513923741826808e-05,-6.040509626603277754e-02,2.888385588012371552e-01,1.498513923741826808e-05
