-2.870000000000000284e+01,2.870000000000000284e+01,-5.739999999999999858e+01,-1.580000000000000426e+01,-1.129999999999999893e+00,-7.799999999999998934e+00,-8.199999999999995737e+00,-8.200000000000002842e+00,-1.100000000000000000e+01,2.900000000000000355e+00,-1.279999999999999716e+01,-1.130000000000000426e+01,0.000000000000000000e+00,-4.059999999999999432e+01
-8.500000000000000000e+00,8.500000000000000000e+00,-1.700000000000000000e+01,-8.899999999999998579e+00,-3.299999999999998490e-01,-2.199999999999999289e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000711e+00,-7.000000000000000000e+00,-8.300000000000004263e+00,0.000000000000000000e+00,-9.599999999999994316e+00
3.000000000000000000e+01,-3.000000000000000000e+01,6.000000000000000000e+01,-6.799999999999997158e+00,2.900000000000000355e-01,-1.099999999999997868e+00,2.640000000000000213e+01,2.640000000000000568e+01,2.479999999999999716e+01,-1.800000000000000711e+00,2.899999999999998579e+00,5.100000000000001421e+00,0.000000000000000000e+00,2.000000000000000000e+01
-6.899999999999991473e+00,6.899999999999991473e+00,-1.380000000000000071e+01,-6.000000000000000000e+00,-1.499999999999999112e-01,-2.599999999999997868e+00,3.000000000000000000e+00,3.000000000000000000e+00,-1.799999999999997158e+00,-8.000000000000007105e-01,-4.000000000000000000e+00,-6.100000000000001421e+00,0.000000000000000000e+00,-1.420000000000000284e+01
1.040000000000000568e+01,-1.040000000000000568e+01,2.080000000000000071e+01,-1.399999999999998579e+00,4.299999999999999378e-01,3.400000000000002132e+00,9.399999999999998579e+00,9.400000000000005684e+00,1.000000000000000000e+01,8.000000000000007105e-01,8.899999999999998579e+00,4.500000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01
-1.860000000000000853e+01,1.860000000000000853e+01,-3.720000000000000284e+01,7.100000000000001421e+00,-2.099999999999999645e-01,4.000000000000003553e-01,-6.899999999999998579e+00,-6.900000000000005684e+00,-7.799999999999997158e+00,2.000000000000000000e+00,-5.399999999999998579e+00,-6.600000000000001421e+00,0.000000000000000000e+00,-2.200000000000000000e+01
-4.799999999999997158e+00,4.799999999999997158e+00,-9.599999999999999645e+00,-2.379999999999999716e+01,-5.100000000000000089e-01,-8.099999999999999645e+00,1.899999999999998579e+00,1.900000000000005684e+00,-2.000000000000000000e+00,-2.900000000000000355e+00,-8.000000000000000000e+00,-7.600000000000001421e+00,0.000000000000000000e+00,-1.840000000000000568e+01
9.400000000000005684e+00,-9.400000000000005684e+00,1.860000000000000142e+01,8.500000000000000000e+00,-1.799999999999997158e-01,2.299999999999997158e+00,3.800000000000000711e+00,3.799999999999997158e+00,5.599999999999994316e+00,1.900000000000000355e+00,4.899999999999998579e+00,6.100000000000001421e+00,0.000000000000000000e+00,1.420000000000000284e+01
3.700000000000002842e+00,-3.700000000000002842e+00,7.400000000000000355e+00,-3.299999999999999289e+01,-2.099999999999999645e+00,-8.500000000000001776e+00,1.829999999999999716e+01,1.829999999999999716e+01,2.240000000000000568e+01,1.250000000000000000e+01,6.500000000000000000e+00,5.600000000000001421e+00,0.000000000000000000e+00,2.000000000000028422e-01
-2.000000000000000000e+00,2.000000000000000000e+00,-4.000000000000000000e+00,2.800000000000004263e+00,3.600000000000000977e-01,4.000000000000003553e-01,1.900000000000005684e+00,1.900000000000005684e+00,0.000000000000000000e+00,-1.900000000000000355e+00,-6.600000000000001421e+00,-5.899999999999998579e+00,0.000000000000000000e+00,-7.200000000000002842e+00
6.000000000000000000e+00,-6.000000000000000000e+00,1.200000000000000000e+01,-9.599999999999994316e+00,3.999999999999999112e-01,-1.900000000000000355e+00,7.399999999999998579e+00,7.400000000000005684e+00,4.599999999999994316e+00,-4.000000000000000000e+00,-2.299999999999997158e+00,-2.300000000000004263e+00,0.000000000000000000e+00,2.799999999999997158e+00
1.959999999999999432e+01,-1.959999999999999432e+01,3.920000000000000284e+01,-1.100000000000001421e+00,5.999999999999998668e-01,2.200000000000001066e+00,3.699999999999999289e+00,3.700000000000002842e+00,3.200000000000002842e+00,-4.200000000000001066e+00,5.300000000000004263e+00,5.100000000000001421e+00,0.000000000000000000e+00,2.340000000000000568e+01
-5.899999999999991473e+00,5.899999999999991473e+00,-1.180000000000000071e+01,1.920000000000000284e+01,6.199999999999998845e-01,4.700000000000001066e+00,-4.300000000000000711e+00,-4.299999999999997158e+00,-4.400000000000005684e+00,-9.000000000000003553e-01,-2.099999999999994316e+00,-2.599999999999994316e+00,0.000000000000000000e+00,5.999999999999943157e-01
-1.360000000000000853e+01,1.360000000000000853e+01,-2.719999999999999929e+01,-1.100000000000001421e+00,-1.000000000000000888e-02,-1.800000000000000711e+00,-6.900000000000002132e+00,-6.900000000000005684e+00,-1.040000000000000568e+01,-1.799999999999997158e+00,-1.109999999999999432e+01,-1.079999999999999716e+01,0.000000000000000000e+00,-2.059999999999999432e+01
