date,away_team,away_pt,home_team,home_pt,home_spread,home_total,home_ml,away_spread,away_total,away_ml
Fri Oct 21 2022,Boston Celtics,111,Miami Heat,104,+1.5 (-106),o221.5 (-110),+106,-1.5 (-114),u221.5 (-110),-124
Fri Oct 21 2022,Detroit Pistons,106,New York Knicks,130,-7.5 (-106),o221 (-110),-290,+7.5 (-114),u221 (-110),+235
Fri Oct 21 2022,Memphis Grizzlies,129,Houston Rockets,122,+7 (-112),o230.5 (-108),+220,-7 (-108),u230.5 (-112),-270
Fri Oct 21 2022,Utah Jazz,132,Minnesota Timberwolves,126,-8 (-110),o227 (-110),-335,+8 (-110),u227 (-110),+270
Fri Oct 21 2022,Denver Nuggets,128,Golden State Warriors,123,-5.5 (-110),o229.5 (-110),-240,+5.5 (-110),u229.5 (-110),+198
Fri Oct 21 2022,Phoenix Suns,111,Portland Trail Blazers,113,+5 (-105),o224 (-110),+180,-5 (-115),u224 (-110),-215
Sat Oct 22 2022,San Antonio Spurs,114,Philadelphia 76ers,105,-13.5 (-110),o225 (-110),-1000,+13.5 (-110),u225 (-110),+660
Sat Oct 22 2022,Detroit Pistons,115,Indiana Pacers,124,-1 (-105),o231.5 (-110),-108,+1 (-115),u231.5 (-110),-108
Sat Oct 22 2022,Boston Celtics,126,Orlando Magic,120,+9 (-114),o215.5 (-110),+300,-9 (-106),u215.5 (-110),-375
Sat Oct 22 2022,Cleveland Cavaliers,128,Chicago Bulls,96,+1 (-110),o220.5 (-110),-106,-1 (-110),u220.5 (-110),-110
Sat Oct 22 2022,Toronto Raptors,109,Miami Heat,112,-3 (-112),o216.5 (-110),-154,+3 (-108),u216.5 (-110),+130
Sat Oct 22 2022,Houston Rockets,105,Milwaukee Bucks,125,-13 (-110),o228 (-110),-900,+13 (-110),u228 (-110),+610
Sat Oct 22 2022,Memphis Grizzlies,96,Dallas Mavericks,137,-6 (-108),o219.5 (-110),-225,+6 (-112),u219.5 (-110),+188
Sat Oct 22 2022,Oklahoma City Thunder,117,Denver Nuggets,122,-8.5 (-114),o227.5 (-110),-390,+8.5 (-106),u227.5 (-110),+310
Sat Oct 22 2022,Los Angeles Clippers,111,Sacramento Kings,109,+2.5 (-110),o225 (-110),+120,-2.5 (-110),u225 (-110),-142
Sun Oct 23 2022,Portland Trail Blazers,106,Los Angeles Lakers,104,-4 (-112),o226.5 (-110),-176,+4 (-108),u226.5 (-110),+148
Sun Oct 23 2022,Charlotte Hornets,126,Atlanta Hawks,109,-10 (-106),o227 (-110),-480,+10 (-114),u227 (-110),+370
Sun Oct 23 2022,Washington Wizards,107,Cleveland Cavaliers,117,-3.5 (-110),o217 (-110),-164,+3.5 (-110),u217 (-110),+138
Sun Oct 23 2022,Utah Jazz,122,New Orleans Pelicans,121,-8.5 (-106),o231.5 (-110),-350,+8.5 (-114),u231.5 (-110),+280
Sun Oct 23 2022,Minnesota Timberwolves,116,Oklahoma City Thunder,106,+9.5 (-110),o225.5 (-110),+330,-9.5 (-110),u225.5 (-110),-420
Sun Oct 23 2022,Sacramento Kings,125,Golden State Warriors,130,-10 (-110),o232.5 (-110),-480,+10 (-110),u232.5 (-110),+370
Sun Oct 23 2022,Phoenix Suns,112,Los Angeles Clippers,95,+1 (-114),o219 (-110),-102,-1 (-106),u219 (-110),-116
Mon Oct 24 2022,Indiana Pacers,106,Philadelphia 76ers,120,-12.5 (-110),o228.5 (-110),-950,+12.5 (-110),u228.5 (-110),+640
Mon Oct 24 2022,Toronto Raptors,98,Miami Heat,90,-3.5 (-114),o214 (-110),-168,+3.5 (-106),u214 (-110),+142
Mon Oct 24 2022,Orlando Magic,102,New York Knicks,115,-7.5 (-108),o223 (-110),-300,+7.5 (-112),u223 (-110),+245
Mon Oct 24 2022,Boston Celtics,102,Chicago Bulls,120,+5 (-110),o226 (-110),+168,-5 (-110),u226 (-110),-200
Mon Oct 24 2022,Utah Jazz,108,Houston Rockets,114,+2.5 (-110),o234 (-110),+120,-2.5 (-110),u234 (-110),-142
Mon Oct 24 2022,Brooklyn Nets,124,Memphis Grizzlies,134,-1.5 (-108),o235.5 (-110),-112,+1.5 (-112),u235.5 (-110),-104
Mon Oct 24 2022,San Antonio Spurs,115,Minnesota Timberwolves,106,-9 (-110),o234.5 (-110),-390,+9 (-110),u234.5 (-110),+310
Mon Oct 24 2022,Denver Nuggets,110,Portland Trail Blazers,135,+5 (-110),o227.5 (-110),+180,-5 (-110),u227.5 (-110),-215
Tue Oct 25 2022,Detroit Pistons,99,Washington Wizards,120,-5.5 (-106),o221 (-110),-210,+5.5 (-114),u221 (-110),+184
Tue Oct 25 2022,Dallas Mavericks,111,New Orleans Pelicans,113,+5.5 (-108),o218.5 (-110),+190,-5.5 (-112),u218.5 (-110),-225
Tue Oct 25 2022,Los Angeles Clippers,94,Oklahoma City Thunder,108,+5.5 (-112),o217 (-110),+188,-5.5 (-108),u217 (-110),-225
Tue Oct 25 2022,Golden State Warriors,105,Phoenix Suns,134,-1.5 (-108),o227 (-110),-118,+1.5 (-112),u227 (-110),even
Wed Oct 26 2022,Orlando Magic,92,Cleveland Cavaliers,103,-9 (-110),o215.5 (-110),-390,+9 (-110),u215.5 (-110),+310
Wed Oct 26 2022,Atlanta Hawks,118,Detroit Pistons,113,+7.5 (-110),o229 (-110),+250,-7.5 (-110),u229 (-110),-320
Wed Oct 26 2022,Brooklyn Nets,99,Milwaukee Bucks,110,-3 (-112),o230 (-110),-152,+3 (-108),u230 (-110),+128
Wed Oct 26 2022,Charlotte Hornets,131,New York Knicks,134,-7.5 (-110),o224 (-110),-300,+7.5 (-110),u224 (-110),+245
Wed Oct 26 2022,Philadelphia 76ers,109,Toronto Raptors,119,+1.5 (-112),o211.5 (-110),even,-1.5 (-108),u211.5 (-110),-124
Wed Oct 26 2022,Indiana Pacers,109,Chicago Bulls,124,-7 (-110),o233.5 (-112),-275,+7 (-110),u233.5 (-108),+225
Wed Oct 26 2022,San Antonio Spurs,122,Minnesota Timberwolves,134,-10 (-110),o234.5 (-110),-480,+10 (-110),u234.5 (-110),+370
Wed Oct 26 2022,Houston Rockets,101,Utah Jazz,109,-8 (-112),o232.5 (-110),-350,+8 (-108),u232.5 (-110),+280
Wed Oct 26 2022,Los Angeles Lakers,99,Denver Nuggets,110,-5 (-110),o230.5 (-110),-190,+5 (-110),u230.5 (-110),+160
Wed Oct 26 2022,Miami Heat,119,Portland Trail Blazers,98,+2.5 (-108),o220.5 (-110),+126,-2.5 (-114),u220.5 (-110),-148
Thu Oct 27 2022,Dallas Mavericks,129,Brooklyn Nets,125,+3 (-112),o225.5 (-110),+124,-3 (-108),u225.5 (-110),-146
Thu Oct 27 2022,Los Angeles Clippers,110,Oklahoma City Thunder,118,+7 (-112),o218.5 (-110),+210,-7 (-108),u218.5 (-110),-255
Thu Oct 27 2022,Miami Heat,110,Golden State Warriors,123,-6 (-110),o227 (-110),-230,+6 (-110),u227 (-110),+190
Thu Oct 27 2022,Memphis Grizzlies,125,Sacramento Kings,110,+2.5 (-110),o236.5 (-110),+122,-2.5 (-110),u236.5 (-110),-144
Fri Oct 28 2022,Atlanta Hawks,136,Detroit Pistons,112,+6 (-114),o229.5 (-110),+205,-6 (-106),u229.5 (-110),-250
Fri Oct 28 2022,Charlotte Hornets,93,Orlando Magic,113,+1.5 (-110),o221 (-110),even,-1.5 (-110),u221 (-110),-118
Fri Oct 28 2022,Cleveland Cavaliers,132,Boston Celtics,123,-6.5 (-114),o218.5 (-110),-270,+6.5 (-106),u218.5 (-110),+220
Fri Oct 28 2022,Philadelphia 76ers,112,Toronto Raptors,90,-4.5 (-110),o214 (-110),-180,+4.5 (-110),u214 (-110),+152
Fri Oct 28 2022,Indiana Pacers,127,Washington Wizards,117,-5 (-110),o229 (-108),-198,+5 (-110),u229 (-112),+166
Fri Oct 28 2022,New York Knicks,108,Milwaukee Bucks,119,-6.5 (-106),o223.5 (-110),-240,+6.5 (-114),u223.5 (-110),+198
Fri Oct 28 2022,Los Angeles Lakers,102,Minnesota Timberwolves,111,-8 (-112),o231.5 (-110),-335,+8 (-108),u231.5 (-110),+270
Fri Oct 28 2022,Chicago Bulls,124,San Antonio Spurs,129,+4 (-110),o230.5 (-110),+140,-4 (-110),u230.5 (-110),-166
Fri Oct 28 2022,Utah Jazz,101,Denver Nuggets,117,-7.5 (-110),o231.5 (-110),-320,+7.5 (-110),u231.5 (-110),+260
Fri Oct 28 2022,New Orleans Pelicans,111,Phoenix Suns,124,-8.5 (-110),o225.5 (-110),-360,+8.5 (-110),u225.5 (-110),+290
Fri Oct 28 2022,Houston Rockets,111,Portland Trail Blazers,125,-4 (-112),o222.5 (-110),-186,+4 (-108),u222.5 (-110),+156
Sat Oct 29 2022,Miami Heat,113,Sacramento Kings,119,+4 (-112),o227 (-110),+144,-4 (-108),u227 (-110),-172
Sat Oct 29 2022,Golden State Warriors,113,Charlotte Hornets,120,+10 (-114),o233.5 (-110),+370,-10 (-106),u233.5 (-110),-480
Sat Oct 29 2022,Indiana Pacers,125,Brooklyn Nets,116,-11.5 (-110),o239.5 (-110),-620,+11.5 (-110),u239.5 (-110),+460
Sat Oct 29 2022,Philadelphia 76ers,114,Chicago Bulls,109,+2.5 (-110),o221.5 (-110),+118,-2.5 (-110),u221.5 (-110),-136
Sat Oct 29 2022,Atlanta Hawks,115,Milwaukee Bucks,123,-5.5 (-110),o228.5 (-110),-210,+5.5 (-110),u228.5 (-110),+176
Sat Oct 29 2022,Oklahoma City Thunder,117,Dallas Mavericks,111,-10.5 (-110),o219.5 (-110),-500,+10.5 (-110),u219.5 (-110),+385
Sat Oct 29 2022,Memphis Grizzlies,123,Utah Jazz,124,+3.5 (-110),o225.5 (-110),+132,-3.5 (-110),u225.5 (-110),-156
Sun Oct 30 2022,New Orleans Pelicans,112,Los Angeles Clippers,91,-2 (-108),o225.5 (-112),-120,+2 (-112),u225.5 (-108),+102
Sun Oct 30 2022,Washington Wizards,94,Boston Celtics,112,-9.5 (-110),o222 (-110),-430,+9.5 (-110),u222 (-110),+340
Sun Oct 30 2022,New York Knicks,108,Cleveland Cavaliers,121,-3.5 (-110),o220 (-110),-152,+3.5 (-110),u220 (-110),+128
Sun Oct 30 2022,Golden State Warriors,114,Detroit Pistons,128,+7.5 (-114),o231 (-110),+245,-7.5 (-106),u231 (-110),-300
Sun Oct 30 2022,Minnesota Timberwolves,98,San Antonio Spurs,107,+7 (-114),o237 (-110),+210,-7 (-106),u237 (-110),-255
Sun Oct 30 2022,Orlando Magic,105,Dallas Mavericks,114,-9 (-110),o211.5 (-110),-400,+9 (-110),u211.5 (-110),+315
Sun Oct 30 2022,Houston Rockets,109,Phoenix Suns,124,-13 (-110),o227.5 (-110),-820,+13 (-110),u227.5 (-110),+570
Sun Oct 30 2022,Denver Nuggets,110,Los Angeles Lakers,121,+2.5 (-110),o228.5 (-110),+118,-2.5 (-110),u228.5 (-110),-142
Mon Oct 31 2022,Sacramento Kings,115,Charlotte Hornets,108,+3.5 (-108),o231.5 (-110),+138,-3.5 (-112),u231.5 (-110),-164
Mon Oct 31 2022,Philadelphia 76ers,118,Washington Wizards,111,+3 (-112),o216.5 (-110),+128,-3 (-108),u216.5 (-110),-152
Mon Oct 31 2022,Indiana Pacers,109,Brooklyn Nets,116,-8 (-110),o236 (-110),-330,+8 (-110),u236 (-110),+265
Mon Oct 31 2022,Atlanta Hawks,109,Toronto Raptors,139,-2 (-110),o222.5 (-110),-122,+2 (-110),u222.5 (-110),+104
Mon Oct 31 2022,Detroit Pistons,108,Milwaukee Bucks,110,-13.5 (-110),o225 (-110),-820,+13.5 (-110),u225 (-110),+570
Mon Oct 31 2022,Memphis Grizzlies,105,Utah Jazz,121,+2.5 (-108),o232 (-110),+120,-2.5 (-112),u232 (-110),-142
Mon Oct 31 2022,Houston Rockets,93,Los Angeles Clippers,95,-8.5 (-110),o225.5 (-110),-355,+8.5 (-110),u225.5 (-110),+285
Tue Nov 1 2022,Chicago Bulls,108,Brooklyn Nets,99,-2 (-112),o232.5 (-110),-134,+2 (-108),u232.5 (-110),+114
Tue Nov 1 2022,Golden State Warriors,109,Miami Heat,116,-1 (-110),o225.5 (-110),-108,+1 (-110),u225.5 (-110),-108
Tue Nov 1 2022,Orlando Magic,108,Oklahoma City Thunder,116,-3 (-112),o216.5 (-108),-162,+3 (-108),u216.5 (-112),+136
Tue Nov 1 2022,Minnesota Timberwolves,107,Phoenix Suns,116,-4 (-110),o228 (-110),-174,+4 (-110),u228 (-110),+146
Wed Nov 2 2022,Washington Wizards,121,Philadelphia 76ers,111,-5.5 (-108),o217 (-110),-215,+5.5 (-112),u217 (-110),+180
Wed Nov 2 2022,Boston Celtics,113,Cleveland Cavaliers,114,+1.5 (-110),o220 (-110),+102,-1.5 (-110),u220 (-110),-120
Wed Nov 2 2022,Sacramento Kings,107,Miami Heat,110,-4.5 (-108),o220.5 (-110),-184,+4.5 (-112),u220.5 (-110),+154
Wed Nov 2 2022,Atlanta Hawks,112,New York Knicks,99,-2.5 (-108),o233 (-110),-134,+2.5 (-112),u233 (-110),+114
Wed Nov 2 2022,Charlotte Hornets,88,Chicago Bulls,106,-6.5 (-110),o224.5 (-110),-255,+6.5 (-110),u224.5 (-110),+210
Wed Nov 2 2022,Los Angeles Clippers,109,Houston Rockets,101,+6 (-110),o223.5 (-110),+190,-6 (-110),u223.5 (-110),-230
Wed Nov 2 2022,Detroit Pistons,91,Milwaukee Bucks,116,-11.5 (-110),o223.5 (-110),-560,+11.5 (-110),u223.5 (-110),+420
Wed Nov 2 2022,Toronto Raptors,143,San Antonio Spurs,100,+6.5 (-110),o223.5 (-108),+198,-6.5 (-110),u223.5 (-112),-240
Wed Nov 2 2022,Utah Jazz,100,Dallas Mavericks,103,-6.5 (-112),o222.5 (-108),-250,+6.5 (-108),u222.5 (-112),+205
Wed Nov 2 2022,Memphis Grizzlies,111,Portland Trail Blazers,106,+5.5 (-110),o228 (-110),+190,-5.5 (-110),u228 (-110),-230
Wed Nov 2 2022,New Orleans Pelicans,117,Los Angeles Lakers,120,+2.5 (-114),o230 (-110),+114,-2.5 (-106),u230 (-110),-142
Thu Nov 3 2022,Golden State Warriors,129,Orlando Magic,130,+9.5 (-110),o226 (-110),+340,-9.5 (-110),u226 (-110),-430
Thu Nov 3 2022,Denver Nuggets,122,Oklahoma City Thunder,110,+6.5 (-110),o228 (-110),+220,-6.5 (-112),u228 (-110),-270
Fri Nov 4 2022,Cleveland Cavaliers,112,Detroit Pistons,88,+4 (-112),o215.5 (-110),+142,-4 (-108),u215.5 (-110),-168
Fri Nov 4 2022,Miami Heat,99,Indiana Pacers,101,+3 (-108),o224.5 (-110),+136,-3 (-114),u224.5 (-110),-162
Fri Nov 4 2022,New York Knicks,106,Philadelphia 76ers,104,-1.5 (-110),o221.5 (-110),-120,+1.5 (-110),u221.5 (-110),+102
Fri Nov 4 2022,Brooklyn Nets,128,Washington Wizards,86,-3 (-114),o223 (-110),-154,+3 (-106),u223 (-110),+130
Fri Nov 4 2022,Chicago Bulls,119,Boston Celtics,123,-7.5 (-108),o223 (-110),-300,+7.5 (-112),u223 (-110),+245
Fri Nov 4 2022,Charlotte Hornets,99,Memphis Grizzlies,130,-11.5 (-110),o227 (-110),-590,+11.5 (-110),u227 (-110),+440
Fri Nov 4 2022,Los Angeles Clippers,113,San Antonio Spurs,106,+3.5 (-108),o225.5 (-110),+138,-3.5 (-112),u225.5 (-110),-164
Fri Nov 4 2022,Toronto Raptors,110,Dallas Mavericks,111,-4 (-110),o216 (-110),-178,+4 (-110),u216 (-110),+150
Fri Nov 4 2022,Golden State Warriors,105,New Orleans Pelicans,114,-11 (-112),o227 (-110),-510,+11 (-108),u227 (-110),+390
Fri Nov 4 2022,Milwaukee Bucks,115,Minnesota Timberwolves,102,+2.5 (-112),o225.5 (-110),+116,-2.5 (-108),u225.5 (-110),-136
Fri Nov 4 2022,Portland Trail Blazers,108,Phoenix Suns,106,-12 (-112),o217.5 (-110),-720,+12 (-108),u217.5 (-110),+520
Fri Nov 4 2022,Utah Jazz,130,Los Angeles Lakers,116,-3.5 (-108),o228.5 (-110),-164,+3.5 (-112),u228.5 (-110),+138
Sat Nov 5 2022,Sacramento Kings,126,Orlando Magic,123,+4.5 (-110),o228.5 (-110),+162,-4.5 (-110),u228.5 (-110),-194
Sat Nov 5 2022,Brooklyn Nets,98,Charlotte Hornets,94,+4 (-110),o223.5 (-110),+150,-4 (-110),u223.5 (-110),-178
Sat Nov 5 2022,New Orleans Pelicans,121,Atlanta Hawks,124,-1.5 (-112),o234.5 (-110),-124,+1.5 (-108),u234.5 (-110),+106
Sat Nov 5 2022,Boston Celtics,133,New York Knicks,118,+4 (-114),o227 (-110),+142,-4 (-106),u227 (-110),-168
Sat Nov 5 2022,Oklahoma City Thunder,94,Milwaukee Bucks,108,-5.5 (-112),o219 (-110),-235,+5.5 (-108),u219 (-110),+194
Sat Nov 5 2022,Houston Rockets,117,Minnesota Timberwolves,129,-7.5 (-110),o234 (-110),-300,+7.5 (-110),u234 (-110),+245
Sat Nov 5 2022,San Antonio Spurs,101,Denver Nuggets,126,-12 (-110),o235.5 (-112),-590,+12 (-110),u235.5 (-108),+440
Sat Nov 5 2022,Portland Trail Blazers,82,Phoenix Suns,102,-11.5 (-110),o215.5 (-112),-650,+11.5 (-110),u215.5 (-108),+460
Sun Nov 6 2022,Cleveland Cavaliers,114,Los Angeles Lakers,100,+5.5 (-112),o222 (-110),+172,-5.5 (-108),u222 (-110),-205
Sun Nov 6 2022,Washington Wizards,97,Memphis Grizzlies,103,-9.5 (-110),o224 (-108),-430,+9.5 (-110),u224 (-112),+340
Sun Nov 6 2022,Chicago Bulls,104,Toronto Raptors,113,-4 (-112),o219.5 (-110),-176,+4 (-108),u219.5 (-110),+148
Sun Nov 6 2022,Utah Jazz,110,Los Angeles Clippers,102,-3.5 (-114),o218.5 (-112),-164,+3.5 (-106),u218.5 (-108),+138
Mon Nov 7 2022,Washington Wizards,108,Charlotte Hornets,100,-2 (-108),o213.5 (-110),-126,+2 (-112),u213.5 (-110),+108
Mon Nov 7 2022,Houston Rockets,134,Orlando Magic,127,-4.5 (-112),o224 (-110),-190,+4.5 (-108),u224 (-110),+158
Mon Nov 7 2022,Oklahoma City Thunder,103,Detroit Pistons,112,+2 (-110),o224 (-110),+114,-2 (-110),u224 (-110),-134
Mon Nov 7 2022,New Orleans Pelicans,122,Indiana Pacers,129,+5 (-108),o233 (-110),+168,-5 (-112),u233 (-110),-200
Mon Nov 7 2022,Phoenix Suns,88,Philadelphia 76ers,100,+1 (-108),o215 (-110),even,-1 (-112),u215 (-110),-118
Mon Nov 7 2022,Milwaukee Bucks,98,Atlanta Hawks,117,+5.5 (-112),o220 (-110),+180,-5.5 (-108),u220 (-110),-215
Mon Nov 7 2022,Portland Trail Blazers,110,Miami Heat,107,-5 (-110),o216.5 (-110),-200,+5 (-110),u216.5 (-110),+168
Mon Nov 7 2022,Toronto Raptors,97,Chicago Bulls,111,-2 (-112),o221 (-110),-130,+2 (-108),u221 (-110),+110
Mon Nov 7 2022,Boston Celtics,109,Memphis Grizzlies,106,+4 (-110),o232 (-110),+150,-4 (-110),u232 (-110),-178
Mon Nov 7 2022,New York Knicks,120,Minnesota Timberwolves,107,-3 (-110),o234.5 (-110),-148,+3 (-110),u234.5 (-110),+126
Mon Nov 7 2022,Denver Nuggets,115,San Antonio Spurs,109,+8 (-110),o234.5 (-110),+280,-8 (-110),u234.5 (-110),-350
Mon Nov 7 2022,Brooklyn Nets,94,Dallas Mavericks,96,-6 (-110),o216 (-110),-230,+6 (-110),u216 (-110),+190
Mon Nov 7 2022,Sacramento Kings,113,Golden State Warriors,116,-8 (-110),o236.5 (-110),-320,+8 (-110),u236.5 (-110),+250
Mon Nov 7 2022,Los Angeles Lakers,116,Utah Jazz,139,-7 (-110),o224.5 (-110),-260,+7 (-110),u224.5 (-110),+220
Mon Nov 7 2022,Cleveland Cavaliers,117,Los Angeles Clippers,119,+4 (-110),o212 (-110),+154,-4 (-110),u212 (-110),-184
Wed Nov 9 2022,Dallas Mavericks,87,Orlando Magic,94,+8.5 (-110),o213 (-110),+285,-8.5 (-110),u213 (-110),-355
Wed Nov 9 2022,Portland Trail Blazers,105,Charlotte Hornets,95,+1.5 (-108),o221 (-110),+102,-1.5 (-112),u221 (-110),-120
Wed Nov 9 2022,Denver Nuggets,122,Indiana Pacers,119,+5 (-110),o235.5 (-110),+166,-5 (-110),u235.5 (-110),-198
Wed Nov 9 2022,Utah Jazz,125,Atlanta Hawks,119,-4.5 (-108),o231.5 (-110),-172,+4.5 (-112),u231.5 (-110),+144
Wed Nov 9 2022,Detroit Pistons,112,Boston Celtics,128,-13 (-110),o226 (-110),-850,+13 (-110),u226 (-110),+590
Wed Nov 9 2022,New York Knicks,85,Brooklyn Nets,112,-3 (-112),o221 (-110),-156,+3 (-108),u221 (-110),+132
Wed Nov 9 2022,Houston Rockets,109,Toronto Raptors,116,-10 (-114),o224 (-108),-500,+10 (-106),u224 (-112),+385
Wed Nov 9 2022,New Orleans Pelicans,115,Chicago Bulls,111,+2 (-108),o232 (-110),+112,-2 (-112),u232 (-110),-132
Wed Nov 9 2022,Phoenix Suns,129,Minnesota Timberwolves,117,-1.5 (-110),o224 (-110),-124,+1.5 (-110),u224 (-110),+106
Wed Nov 9 2022,Milwaukee Bucks,136,Oklahoma City Thunder,132,+1 (-110),o213.5 (-110),even,-1 (-110),u213.5 (-110),-118
Wed Nov 9 2022,Memphis Grizzlies,124,San Antonio Spurs,122,+5.5 (-110),o234 (-110),+176,-5.5 (-110),u234 (-110),-210
Wed Nov 9 2022,Los Angeles Lakers,101,Los Angeles Clippers,114,-3.5 (-108),o219 (-110),-164,+3.5 (-112),u219 (-110),+138
Wed Nov 9 2022,Cleveland Cavaliers,120,Sacramento Kings,127,+4.5 (-110),o228.5 (-110),+168,-4.5 (-110),u228.5 (-110),-200
Thu Nov 10 2022,Dallas Mavericks,105,Washington Wizards,113,+6 (-110),o209 (-112),+198,-6 (-110),u209 (-108),-240
Thu Nov 10 2022,Philadelphia 76ers,95,Atlanta Hawks,104,-1 (-112),o222 (-110),-120,+1 (-108),u222 (-110),+102
Thu Nov 10 2022,Charlotte Hornets,112,Miami Heat,117,-10.5 (-112),o212.5 (-110),-560,+10.5 (-108),u212.5 (-110),+420
Thu Nov 10 2022,Portland Trail Blazers,106,New Orleans Pelicans,95,-10 (-106),o222 (-110),-420,+10 (-114),u222 (-110),+330
Fri Nov 11 2022,Denver Nuggets,112,Boston Celtics,131,-4 (-110),o230.5 (-110),-174,+4 (-110),u230.5 (-110),+146
Fri Nov 11 2022,Phoenix Suns,97,Orlando Magic,114,+7.5 (-112),o215 (-110),+240,-7.5 (-108),u215 (-110),-295
Fri Nov 11 2022,Detroit Pistons,112,New York Knicks,121,-9.5 (-110),o224.5 (-110),-420,+9.5 (-110),u224.5 (-110),+330
Fri Nov 11 2022,Toronto Raptors,113,Oklahoma City Thunder,132,+5.5 (-112),o219.5 (-110),+176,-5.5 (-108),u219.5 (-110),-210
Fri Nov 11 2022,Milwaukee Bucks,93,San Antonio Spurs,111,-2 (-114),o219.5 (-110),-136,+2 (-106),u219.5 (-110),+116
Fri Nov 11 2022,Minnesota Timberwolves,103,Memphis Grizzlies,114,-4.5 (-110),o233.5 (-110),-180,+4.5 (-110),u233.5 (-110),+152
Fri Nov 11 2022,Cleveland Cavaliers,101,Golden State Warriors,106,-3 (-112),o232.5 (-110),-158,+3 (-110),u232.5 (-110),+134
Fri Nov 11 2022,Sacramento Kings,120,Los Angeles Lakers,114,+4.5 (-110),o233 (-110),+160,-4.5 (-110),u233 (-110),-190
Sat Nov 12 2022,Brooklyn Nets,110,Los Angeles Clippers,95,-1.5 (-110),o212 (-112),-118,+1.5 (-110),u212 (-108),+102
Sat Nov 12 2022,Utah Jazz,112,Washington Wizards,121,+4 (-110),o222 (-110),+146,-4 (-110),u222 (-110),-174
Sat Nov 12 2022,Boston Celtics,117,Detroit Pistons,108,+9 (-110),o225.5 (-108),+290,-9 (-110),u225.5 (-112),-360
Sat Nov 12 2022,Toronto Raptors,104,Indiana Pacers,118,-2.5 (-108),o229 (-110),-134,+2.5 (-112),u229 (-110),+114
Sat Nov 12 2022,Atlanta Hawks,109,Philadelphia 76ers,121,-2.5 (-110),o223 (-110),-138,+2.5 (-110),u223 (-110),+118
Sat Nov 12 2022,Charlotte Hornets,115,Miami Heat,132,-8 (-112),o214.5 (-112),-340,+8 (-108),u214.5 (-108),+275
