date,away_team,away_pt,home_team,home_pt,home_spread,home_total,home_ml,away_spread,away_total,away_ml
Sat Nov 12 2022,Portland Trail Blazers,112,Dallas Mavericks,117,-7 (-108),o219 (-110),-255,+7 (-112),u219 (-110),+205
Sat Nov 12 2022,Houston Rockets,106,New Orleans Pelicans,119,-10.5 (-110),o233 (-110),-510,+10.5 (-110),u233 (-110),+390
Sun Nov 13 2022,Oklahoma City Thunder,145,New York Knicks,135,-5 (-114),o227.5 (-110),-220,+5 (-106),u227.5 (-110),+184
Sun Nov 13 2022,Minnesota Timberwolves,129,Cleveland Cavaliers,124,-1 (-112),o221 (-112),-118,+1 (-108),u221 (-108),even
Sun Nov 13 2022,Memphis Grizzlies,92,Washington Wizards,102,-1.5 (-110),o217.5 (-112),-120,+1.5 (-110),u217.5 (-108),+102
Sun Nov 13 2022,Utah Jazz,98,Philadelphia 76ers,105,-3.5 (-112),o218 (-110),-164,+3.5 (-108),u218 (-110),+138
Sun Nov 13 2022,Denver Nuggets,126,Chicago Bulls,103,+1.5 (-108),o232 (-110),+104,-1.5 (-112),u232 (-110),-122
Sun Nov 13 2022,Golden State Warriors,115,Sacramento Kings,122,+4 (-108),o236.5 (-110),+148,-4 (-112),u236.5 (-110),-176
Sun Nov 13 2022,Brooklyn Nets,103,Los Angeles Lakers,116,+5 (-110),o217.5 (-110),+176,-5 (-110),u217.5 (-110),-210
Mon Nov 14 2022,Toronto Raptors,115,Detroit Pistons,111,+4.5 (-114),o218.5 (-110),+154,-4.5 (-106),u218.5 (-110),-184
Mon Nov 14 2022,Charlotte Hornets,112,Orlando Magic,105,+1.5 (-110),o225 (-110),+108,-1.5 (-110),u225 (-110),-126
Mon Nov 14 2022,Oklahoma City Thunder,122,Boston Celtics,126,-11.5 (-110),o229 (-110),-620,+11.5 (-110),u229 (-110),+460
Mon Nov 14 2022,Phoenix Suns,112,Miami Heat,113,-2.5 (-110),o215.5 (-110),-138,+2.5 (-110),u215.5 (-110),+118
Mon Nov 14 2022,Los Angeles Clippers,122,Houston Rockets,106,+5 (-108),o219.5 (-110),+168,-5 (-112),u219.5 (-110),-200
Mon Nov 14 2022,Atlanta Hawks,121,Milwaukee Bucks,106,-4 (-105),o225.5 (-110),-164,+4 (-115),u225.5 (-110),+138
Mon Nov 14 2022,San Antonio Spurs,95,Golden State Warriors,132,-9 (-108),o234 (-110),-405,+9 (-112),u234 (-110),+320
Tue Nov 15 2022,Memphis Grizzlies,102,New Orleans Pelicans,113,-1.5 (-110),o223.5 (-110),-120,+1.5 (-110),u223.5 (-110),+102
Tue Nov 15 2022,Los Angeles Clippers,101,Dallas Mavericks,103,-6.5 (-112),o212 (-110),-260,+6.5 (-108),u212 (-110),+215
Tue Nov 15 2022,New York Knicks,118,Utah Jazz,111,-4 (-114),o232 (-110),-180,+4 (-106),u232 (-110),+152
Tue Nov 15 2022,San Antonio Spurs,110,Portland Trail Blazers,117,-8.5 (-108),o226.5 (-110),-320,+8.5 (-112),u226.5 (-110),+260
Tue Nov 15 2022,Brooklyn Nets,121,Sacramento Kings,153,-1.5 (-108),o226 (-110),-118,+1.5 (-112),u226 (-110),even
Wed Nov 16 2022,Indiana Pacers,125,Charlotte Hornets,113,+1 (-110),o236.5 (-110),-102,-1 (-110),u236.5 (-110),-116
Wed Nov 16 2022,Minnesota Timberwolves,126,Orlando Magic,108,+8 (-110),o223.5 (-110),+265,-8 (-110),u223.5 (-110),-330
Wed Nov 16 2022,Oklahoma City Thunder,121,Washington Wizards,120,-5 (-110),o230 (-110),-200,+5 (-110),u230 (-110),+168
Wed Nov 16 2022,Boston Celtics,126,Atlanta Hawks,101,+1 (-110),o234.5 (-110),-102,-1 (-110),u234.5 (-110),-116
Wed Nov 16 2022,Miami Heat,104,Toronto Raptors,112,-3 (-108),o216 (-110),-152,+3 (-112),u216 (-110),+128
Wed Nov 16 2022,Cleveland Cavaliers,98,Milwaukee Bucks,113,-2.5 (-108),o218.5 (-108),-136,+2.5 (-112),u218.5 (-112),+116
Wed Nov 16 2022,Chicago Bulls,110,New Orleans Pelicans,124,-2 (-112),o226.5 (-110),-134,+2 (-108),u226.5 (-110),+114
Wed Nov 16 2022,Houston Rockets,101,Dallas Mavericks,92,-6.5 (-110),o218.5 (-112),-260,+6.5 (-110),u218.5 (-108),+215
Wed Nov 16 2022,New York Knicks,106,Denver Nuggets,103,-2 (-110),o226 (-110),-126,+2 (-110),u226 (-110),+108
Wed Nov 16 2022,Golden State Warriors,119,Phoenix Suns,130,+2.5 (-110),o227 (-110),+120,-2.5 (-110),u227 (-110),-142
Thu Nov 17 2022,Brooklyn Nets,109,Portland Trail Blazers,107,-3 (-112),o220.5 (-108),-154,+3 (-108),u220.5 (-112),+130
Thu Nov 17 2022,San Antonio Spurs,112,Sacramento Kings,130,-7 (-110),o237 (-112),-275,+7 (-110),u237 (-108),+225
Thu Nov 17 2022,Detroit Pistons,91,Los Angeles Clippers,96,-10.5 (-108),o218.5 (-110),-550,+10.5 (-112),u218.5 (-110),+410
Fri Nov 18 2022,Miami Heat,106,Washington Wizards,107,-8 (-110),o216.5 (-110),-330,+8 (-110),u216.5 (-110),+265
Fri Nov 18 2022,Charlotte Hornets,122,Cleveland Cavaliers,132,-10 (-110),o220 (-108),-490,+10 (-110),u220 (-112),+380
Fri Nov 18 2022,Milwaukee Bucks,102,Philadelphia 76ers,110,+1 (-112),o211.5 (-110),-104,-1 (-108),u211.5 (-110),-112
Fri Nov 18 2022,Orlando Magic,108,Chicago Bulls,107,-8.5 (-112),o221 (-110),-350,+8.5 (-108),u221 (-110),+275
Fri Nov 18 2022,Indiana Pacers,99,Houston Rockets,91,+6 (-112),o236.5 (-110),+180,-6 (-108),u236.5 (-110),-215
Fri Nov 18 2022,Oklahoma City Thunder,110,Memphis Grizzlies,121,-6.5 (-110),o230 (-110),-245,+6.5 (-110),u230 (-110),+200
Fri Nov 18 2022,Denver Nuggets,99,Dallas Mavericks,127,-10 (-108),o216 (-110),-450,+10 (-112),u216 (-110),+350
Fri Nov 18 2022,Boston Celtics,117,New Orleans Pelicans,109,+3 (-108),o227 (-110),+134,-3 (-112),u227 (-110),-158
Fri Nov 18 2022,Phoenix Suns,133,Utah Jazz,134,-0.5 (-110),o228.5 (-110),-104,+0.5 (-110),u228.5 (-110),-108
Fri Nov 18 2022,New York Knicks,101,Golden State Warriors,111,-7.5 (-112),o234.5 (-110),-295,+7.5 (-110),u234.5 (-110),+240
Fri Nov 18 2022,Detroit Pistons,121,Los Angeles Lakers,128,-6.5 (-112),o226 (-110),-255,+6.5 (-108),u226 (-110),+210
Sat Nov 19 2022,Toronto Raptors,122,Atlanta Hawks,124,-5.5 (-114),o226.5 (-110),-210,+5.5 (-106),u226.5 (-110),+176
Sat Nov 19 2022,Orlando Magic,113,Indiana Pacers,114,-7.5 (-114),o226 (-110),-295,+7.5 (-106),u226 (-110),+240
Sat Nov 19 2022,Minnesota Timberwolves,112,Philadelphia 76ers,109,+3.5 (-110),o218 (-110),+136,-3.5 (-110),u218 (-110),-162
Sat Nov 19 2022,Utah Jazz,118,Portland Trail Blazers,113,-4 (-112),o228 (-110),-168,+4 (-108),u228 (-110),+142
Sat Nov 19 2022,San Antonio Spurs,97,Los Angeles Clippers,119,-9 (-108),o221 (-110),-370,+9 (-112),u221 (-110),+295
Sun Nov 20 2022,New York Knicks,95,Phoenix Suns,116,-6 (-112),o226.5 (-110),-230,+6 (-108),u226.5 (-110),+190
Sun Nov 20 2022,Detroit Pistons,129,Sacramento Kings,137,-10.5 (-112),o234.5 (-110),-520,+10.5 (-108),u234.5 (-110),+400
Sun Nov 20 2022,Charlotte Hornets,102,Washington Wizards,106,-5 (-106),o220.5 (-110),-196,+5 (-114),u220.5 (-110),+164
Sun Nov 20 2022,Memphis Grizzlies,115,Brooklyn Nets,127,-7.5 (-110),o224 (-110),-290,+7.5 (-110),u224 (-110),+235
Sun Nov 20 2022,Miami Heat,87,Cleveland Cavaliers,113,-7 (-112),o213 (-108),-280,+7 (-108),u213 (-112),+230
Sun Nov 20 2022,Golden State Warriors,127,Houston Rockets,120,+10.5 (-110),o233 (-114),+385,-10.5 (-110),u233 (-105),-500
Sun Nov 20 2022,Denver Nuggets,98,Dallas Mavericks,97,-10.5 (-110),o217.5 (-108),-520,+10.5 (-110),u217.5 (-112),+400
Sun Nov 20 2022,San Antonio Spurs,92,Los Angeles Lakers,123,-6.5 (-110),o229 (-110),-240,+6.5 (-110),u229 (-110),+198
Mon Nov 21 2022,Atlanta Hawks,102,Cleveland Cavaliers,114,-3.5 (-110),o228 (-112),-164,+3.5 (-110),u228 (-108),+138
Mon Nov 21 2022,Orlando Magic,102,Indiana Pacers,123,-7 (-110),o225.5 (-110),-280,+7 (-110),u225.5 (-110),+230
Mon Nov 21 2022,Boston Celtics,107,Chicago Bulls,121,+5.5 (-112),o229.5 (-110),+176,-5.5 (-108),u229.5 (-110),-210
Mon Nov 21 2022,Portland Trail Blazers,111,Milwaukee Bucks,119,-10 (-110),o213.5 (-110),-480,+10 (-110),u213.5 (-110),+370
Mon Nov 21 2022,Miami Heat,101,Minnesota Timberwolves,105,-8.5 (-112),o220.5 (-110),-360,+8.5 (-108),u220.5 (-110),+290
Mon Nov 21 2022,Golden State Warriors,83,New Orleans Pelicans,128,-11 (-110),o227.5 (-110),-550,+11 (-110),u227.5 (-110),+410
Mon Nov 21 2022,New York Knicks,129,Oklahoma City Thunder,119,-2 (-108),o228 (-110),-120,+2 (-112),u228 (-110),+102
Mon Nov 21 2022,Utah Jazz,114,Los Angeles Clippers,121,-2 (-112),o222.5 (-110),-134,+2 (-108),u222.5 (-110),+114
Tue Nov 22 2022,Brooklyn Nets,106,Philadelphia 76ers,115,+8 (-112),o218 (-110),+265,-8 (-108),u218 (-110),-330
Tue Nov 22 2022,Sacramento Kings,113,Memphis Grizzlies,109,-3 (-110),o237 (-110),-156,+3 (-110),u237 (-110),+132
Tue Nov 22 2022,Detroit Pistons,110,Denver Nuggets,108,-11.5 (-110),o227 (-110),-620,+11.5 (-110),u227 (-110),+460
Tue Nov 22 2022,Los Angeles Lakers,105,Phoenix Suns,115,-9.5 (-110),o226.5 (-110),-400,+9.5 (-110),u226.5 (-110),+315
Wed Nov 23 2022,Philadelphia 76ers,101,Charlotte Hornets,107,-4 (-114),o215.5 (-110),-176,+4 (-106),u215.5 (-110),+148
Wed Nov 23 2022,Portland Trail Blazers,96,Cleveland Cavaliers,114,-7 (-106),o214 (-110),-260,+7 (-114),u214 (-110),+215
Wed Nov 23 2022,Minnesota Timberwolves,115,Indiana Pacers,101,+1.5 (-106),o237.5 (-110),+108,-1.5 (-114),u237.5 (-110),-126
Wed Nov 23 2022,Sacramento Kings,106,Atlanta Hawks,115,-4.5 (-110),o241.5 (-110),-186,+4.5 (-110),u241.5 (-112),+156
Wed Nov 23 2022,Dallas Mavericks,112,Boston Celtics,125,-6 (-106),o221.5 (-110),-215,+6 (-114),u221.5 (-110),+180
Wed Nov 23 2022,Washington Wizards,105,Miami Heat,113,-5 (-110),o209 (-110),-194,+5 (-110),u209 (-110),+162
Wed Nov 23 2022,Brooklyn Nets,112,Toronto Raptors,98,+2.5 (-112),o222.5 (-110),+118,-2.5 (-110),u222.5 (-110),-138
Wed Nov 23 2022,Chicago Bulls,118,Milwaukee Bucks,113,-7.5 (-110),o224 (-108),-290,+7.5 (-110),u224 (-112),+235
Wed Nov 23 2022,Denver Nuggets,131,Oklahoma City Thunder,126,+1 (-110),o230 (-110),-102,-1 (-110),u230 (-110),-116
Wed Nov 23 2022,New Orleans Pelicans,129,San Antonio Spurs,110,+5.5 (-110),o227.5 (-112),+176,-5.5 (-110),u227.5 (-108),-210
Wed Nov 23 2022,Detroit Pistons,125,Utah Jazz,116,-11.5 (-110),o234 (-110),-600,+11.5 (-110),u234 (-110),+450
Wed Nov 23 2022,Los Angeles Clippers,107,Golden State Warriors,124,-10 (-114),o223 (-112),-500,+10 (-106),u223 (-108),+385
Fri Nov 25 2022,Minnesota Timberwolves,108,Charlotte Hornets,110,+6.5 (-112),o227 (-110),+198,-6.5 (-108),u227 (-110),-240
Fri Nov 25 2022,Philadelphia 76ers,107,Orlando Magic,99,-2 (-106),o214.5 (-110),-120,+2 (-114),u214.5 (-110),+102
Fri Nov 25 2022,Portland Trail Blazers,132,New York Knicks,129,-4 (-112),o217 (-110),-178,+4 (-108),u217 (-110),+150
Fri Nov 25 2022,Sacramento Kings,104,Boston Celtics,122,-7.5 (-108),o238.5 (-110),-300,+7.5 (-112),u238.5 (-110),+245
Fri Nov 25 2022,Atlanta Hawks,122,Houston Rockets,128,+7 (-108),o231.5 (-110),+225,-7 (-112),u231.5 (-110),-275
Fri Nov 25 2022,Brooklyn Nets,117,Indiana Pacers,128,+3.5 (-106),o233.5 (-110),+138,-3.5 (-114),u233.5 (-110),-164
Fri Nov 25 2022,New Orleans Pelicans,111,Memphis Grizzlies,132,-2.5 (-110),o226.5 (-110),-144,+2.5 (-110),u226.5 (-110),+122
Fri Nov 25 2022,Washington Wizards,107,Miami Heat,110,-3 (-110),o214.5 (-110),-152,+3 (-110),u214.5 (-110),+128
Fri Nov 25 2022,Cleveland Cavaliers,102,Milwaukee Bucks,117,-4 (-110),o215.5 (-110),-174,+4 (-110),u215.5 (-110),+146
Fri Nov 25 2022,Chicago Bulls,119,Oklahoma City Thunder,123,+3 (-110),o232.5 (-110),+124,-3 (-110),u232.5 (-110),-146
Fri Nov 25 2022,Los Angeles Lakers,105,San Antonio Spurs,94,+4 (-110),o235 (-110),+138,-4 (-110),u235 (-110),-164
Fri Nov 25 2022,Detroit Pistons,102,Phoenix Suns,108,-12.5 (-110),o224 (-110),-800,+12.5 (-110),u224 (-110),+560
Fri Nov 25 2022,Utah Jazz,118,Golden State Warriors,129,-8 (-110),o239.5 (-110),-330,+8 (-110),u239.5 (-110),+265
Fri Nov 25 2022,Denver Nuggets,114,Los Angeles Clippers,104,+4 (-108),o218.5 (-110),+152,-4 (-112),u218.5 (-110),-180
Sat Nov 26 2022,Dallas Mavericks,100,Toronto Raptors,105,+2.5 (-108),o214.5 (-110),+124,-2.5 (-114),u214.5 (-110),-146
Sat Nov 26 2022,Oklahoma City Thunder,105,Houston Rockets,118,+2 (-110),o231.5 (-110),+114,-2 (-110),u231.5 (-110),-134
Sat Nov 26 2022,Los Angeles Lakers,143,San Antonio Spurs,138,-1 (-110),o231 (-110),-116,+1 (-110),u231 (-110),-102
Sat Nov 26 2022,Utah Jazz,112,Phoenix Suns,113,-6.5 (-110),o232 (-110),-250,+6.5 (-110),u232 (-110),+205
Sun Nov 27 2022,Portland Trail Blazers,97,Brooklyn Nets,111,-8 (-110),o223.5 (-110),-320,+8 (-110),u223.5 (-110),+260
Sun Nov 27 2022,Golden State Warriors,137,Minnesota Timberwolves,114,+1.5 (-108),o237.5 (-110),+106,-1.5 (-112),u237.5 (-110),-124
Sun Nov 27 2022,Indiana Pacers,100,Los Angeles Clippers,114,+2 (-112),o220.5 (-110),+114,-2 (-108),u220.5 (-110),-134
Sun Nov 27 2022,Miami Heat,106,Atlanta Hawks,98,-4 (-110),o226 (-110),-174,+4 (-110),u226 (-110),+146
Sun Nov 27 2022,Washington Wizards,121,Boston Celtics,130,-8 (-110),o220.5 (-110),-335,+8 (-110),u220.5 (-110),+270
Sun Nov 27 2022,Cleveland Cavaliers,102,Detroit Pistons,94,+8 (-112),o218.5 (-110),+250,-8 (-108),u218.5 (-110),-310
Sun Nov 27 2022,Memphis Grizzlies,127,New York Knicks,123,+1.5 (-108),o228 (-110),+104,-1.5 (-112),u228 (-110),-122
Sun Nov 27 2022,Philadelphia 76ers,133,Orlando Magic,103,+1 (-108),o213 (-110),-104,-1 (-112),u213 (-110),-112
Sun Nov 27 2022,Dallas Mavericks,115,Milwaukee Bucks,124,-6 (-110),o215.5 (-110),-235,+6 (-110),u215.5 (-110),+194
Mon Nov 28 2022,Atlanta Hawks,101,Philadelphia 76ers,104,-2.5 (-114),o220.5 (-110),-144,+2.5 (-106),u220.5 (-110),+122
Mon Nov 28 2022,Minnesota Timberwolves,127,Washington Wizards,142,-1 (-108),o227.5 (-110),-112,+1 (-112),u227.5 (-110),-104
Mon Nov 28 2022,Charlotte Hornets,105,Boston Celtics,140,-11 (-110),o225.5 (-110),-670,+11 (-110),u225.5 (-110),+490
Mon Nov 28 2022,Orlando Magic,102,Brooklyn Nets,109,-11.5 (-110),o224 (-110),-620,+11.5 (-110),u224 (-110),+460
Mon Nov 28 2022,Cleveland Cavaliers,88,Toronto Raptors,100,-5 (-110),o218.5 (-110),-205,+5 (-110),u218.5 (-110),+172
Mon Nov 28 2022,Oklahoma City Thunder,101,New Orleans Pelicans,105,-5 (-112),o233 (-110),-205,+5 (-108),u233 (-110),+172
Mon Nov 28 2022,Houston Rockets,113,Denver Nuggets,129,-11 (-112),o228.5 (-110),-600,+11 (-108),u228.5 (-110),+450
Mon Nov 28 2022,Chicago Bulls,114,Utah Jazz,107,-2 (-110),o235 (-110),-126,+2 (-110),u235 (-110),+108
Mon Nov 28 2022,Phoenix Suns,122,Sacramento Kings,117,+1 (-110),o234 (-110),-108,-1 (-110),u234 (-110),-108
Mon Nov 28 2022,Indiana Pacers,116,Los Angeles Lakers,115,-3.5 (-110),o237.5 (-110),-168,+3.5 (-110),u237.5 (-110),+142
Tue Nov 29 2022,New York Knicks,140,Detroit Pistons,110,+4.5 (-112),o226.5 (-110),+164,-4.5 (-108),u226.5 (-110),-205
Tue Nov 29 2022,Golden State Warriors,113,Dallas Mavericks,116,-1 (-112),o227 (-112),-116,+1 (-108),u227 (-108),-106
Tue Nov 29 2022,Los Angeles Clippers,118,Portland Trail Blazers,112,-4 (-112),o211 (-110),-178,+4 (-108),u211 (-110),+150
Wed Nov 30 2022,Philadelphia 76ers,85,Cleveland Cavaliers,113,-4 (-108),o209.5 (-110),-166,+4 (-112),u209.5 (-110),+140
Wed Nov 30 2022,Atlanta Hawks,125,Orlando Magic,108,+6.5 (-108),o228 (-110),+210,-6.5 (-112),u228 (-110),-255
Wed Nov 30 2022,Miami Heat,121,Boston Celtics,134,-9.5 (-110),o225 (-110),-420,+9.5 (-110),u225 (-110),+330
Wed Nov 30 2022,Washington Wizards,107,Brooklyn Nets,113,-5.5 (-114),o228 (-110),-225,+5.5 (-106),u228 (-110),+188
Wed Nov 30 2022,Milwaukee Bucks,109,New York Knicks,103,+6 (-110),o227.5 (-110),+190,-6 (-110),u227.5 (-110),-230
Wed Nov 30 2022,Memphis Grizzlies,101,Minnesota Timberwolves,109,+3 (-110),o232 (-110),+132,-3 (-110),u232 (-110),-156
Wed Nov 30 2022,Toronto Raptors,108,New Orleans Pelicans,126,+2.5 (-108),o221.5 (-110),+116,-2.5 (-112),u221.5 (-110),-136
Wed Nov 30 2022,San Antonio Spurs,111,Oklahoma City Thunder,119,-3 (-110),o230 (-110),-144,+3 (-110),u230 (-110),+122
Wed Nov 30 2022,Houston Rockets,100,Denver Nuggets,120,-11 (-112),o230 (-110),-620,+11 (-108),u230 (-110),+460
Wed Nov 30 2022,Chicago Bulls,113,Phoenix Suns,132,-6 (-108),o227 (-110),-220,+6 (-112),u227 (-110),+184
Wed Nov 30 2022,Los Angeles Clippers,112,Utah Jazz,125,-7.5 (-110),o223 (-110),-290,+7.5 (-110),u223 (-110),+235
Wed Nov 30 2022,Indiana Pacers,114,Sacramento Kings,137,-4.5 (-110),o242.5 (-110),-188,+4.5 (-110),u242.5 (-110),+158
Wed Nov 30 2022,Portland Trail Blazers,109,Los Angeles Lakers,128,-6 (-110),o223.5 (-110),-245,+6 (-110),u223.5 (-110),+200
Thu Dec 1 2022,Dallas Mavericks,125,Detroit Pistons,131,+8 (-110),o221 (-110),+270,-8 (-110),u221 (-110),-335
Fri Dec 2 2022,Washington Wizards,116,Charlotte Hornets,117,+4 (-110),o225.5 (-110),+148,-4 (-110),u225.5 (-110),-176
Fri Dec 2 2022,Denver Nuggets,109,Atlanta Hawks,117,+5 (-110),o225 (-110),+166,-5 (-110),u225 (-110),-198
Fri Dec 2 2022,Miami Heat,120,Boston Celtics,116,-7 (-110),o226.5 (-110),-270,+7 (-110),u226.5 (-110),+220
Fri Dec 2 2022,Toronto Raptors,105,Brooklyn Nets,114,-1.5 (-110),o223 (-110),-126,+1.5 (-110),u223 (-110),+108
Fri Dec 2 2022,Orlando Magic,96,Cleveland Cavaliers,107,-11 (-110),o218 (-110),-520,+11 (-110),u218 (-110),+400
Fri Dec 2 2022,Los Angeles Lakers,133,Milwaukee Bucks,129,-8.5 (-112),o230.5 (-108),-375,+8.5 (-108),u230.5 (-112),+300
Fri Dec 2 2022,Philadelphia 76ers,109,Memphis Grizzlies,117,-4.5 (-112),o218 (-112),-190,+4.5 (-108),u218 (-108),+160
Fri Dec 2 2022,New Orleans Pelicans,117,San Antonio Spurs,99,+7.5 (-110),o233 (-110),+230,-7.5 (-110),u233 (-110),-280
Fri Dec 2 2022,Houston Rockets,122,Phoenix Suns,121,-11.5 (-110),o229.5 (-110),-600,+11.5 (-110),u229.5 (-110),+450
Fri Dec 2 2022,Indiana Pacers,119,Utah Jazz,139,-4 (-110),o239.5 (-110),-176,+4 (-110),u239.5 (-110),+148
Fri Dec 2 2022,Chicago Bulls,111,Golden State Warriors,119,-7.5 (-110),o237.5 (-110),-295,+7.5 (-110),u237.5 (-110),+240
Sat Dec 3 2022,Dallas Mavericks,121,New York Knicks,100,+1.5 (-110),o224 (-110),+102,-1.5 (-110),u224 (-110),-120
Sat Dec 3 2022,Sacramento Kings,123,Los Angeles Clippers,96,+4 (-112),o227.5 (-110),+146,-4 (-108),u227.5 (-110),-174
Sat Dec 3 2022,Milwaukee Bucks,105,Charlotte Hornets,96,+1.5 (-106),o220.5 (-108),+102,-1.5 (-114),u220.5 (-112),-120
Sat Dec 3 2022,Oklahoma City Thunder,135,Minnesota Timberwolves,128,-5 (-115),o233.5 (-110),-205,+5 (-105),u233.5 (-110),+172
Sat Dec 3 2022,Orlando Magic,108,Toronto Raptors,121,-11.5 (-112),o220 (-110),-620,+11.5 (-108),u220 (-110),+460
Sat Dec 3 2022,Houston Rockets,101,Golden State Warriors,120,-11.5 (-110),o235.5 (-110),-600,+11.5 (-110),u235.5 (-110),+450
Sat Dec 3 2022,Portland Trail Blazers,116,Utah Jazz,111,-5 (-115),o227.5 (-110),-210,+5 (-105),u227.5 (-110),+176
Sun Dec 4 2022,Denver Nuggets,106,New Orleans Pelicans,121,-2 (-110),o230.5 (-110),-124,+2 (-110),u230.5 (-110),+106
Sun Dec 4 2022,Phoenix Suns,133,San Antonio Spurs,95,+10 (-110),o230.5 (-112),+385,-10 (-110),u230.5 (-108),-500
Sun Dec 4 2022,Boston Celtics,103,Brooklyn Nets,92,+2.5 (-114),o229.5 (-110),+114,-2.5 (-106),u229.5 (-110),-134
Sun Dec 4 2022,Memphis Grizzlies,122,Detroit Pistons,112,+6.5 (-106),o228.5 (-112),+210,-6.5 (-114),u228.5 (-108),-255
Sun Dec 4 2022,Cleveland Cavaliers,81,New York Knicks,92,+3 (-112),o222.5 (-108),+118,-3 (-108),u222.5 (-112),-138
Sun Dec 4 2022,Chicago Bulls,101,Sacramento Kings,110,-3 (-108),o239.5 (-110),-148,+3 (-112),u239.5 (-110),+126
Sun Dec 4 2022,Los Angeles Lakers,130,Washington Wizards,119,-1.5 (-108),o233.5 (-110),-118,+1.5 (-112),u233.5 (-110),even
Sun Dec 4 2022,Indiana Pacers,100,Portland Trail Blazers,116,-5.5 (-110),o233 (-110),-210,+5.5 (-110),u233 (-110),+176
Mon Dec 5 2022,Los Angeles Clippers,119,Charlotte Hornets,117,+6.5 (-108),o218 (-112),+205,-6.5 (-112),u218 (-108),-250
Mon Dec 5 2022,Milwaukee Bucks,109,Orlando Magic,102,+10.5 (-108),o226.5 (-110),+400,-10.5 (-112),u226.5 (-110),-520
Mon Dec 5 2022,Oklahoma City Thunder,121,Atlanta Hawks,114,-6.5 (-110),o237 (-110),-255,+6.5 (-110),u237 (-110),+210
Mon Dec 5 2022,Boston Celtics,116,Toronto Raptors,110,-1.5 (-110),o228.5 (-108),-120,+1.5 (-110),u228.5 (-112),+102
Mon Dec 5 2022,Philadelphia 76ers,123,Houston Rockets,132,+8 (-112),o222.5 (-110),+260,-8 (-108),u222.5 (-110),-320
Mon Dec 5 2022,Miami Heat,93,Memphis Grizzlies,101,+5.5 (-114),o219 (-110),+176,-5.5 (-106),u219 (-110),-210
Mon Dec 5 2022,Phoenix Suns,111,Dallas Mavericks,130,-3.5 (-108),o223 (-110),-162,+3.5 (-112),u223 (-110),+136
Mon Dec 5 2022,Indiana Pacers,112,Golden State Warriors,104,-12.5 (-112),o240.5 (-110),-770,+12.5 (-108),u240.5 (-110),+540
Tue Dec 6 2022,Los Angeles Lakers,102,Cleveland Cavaliers,116,-5.5 (-108),o225 (-110),-210,+5.5 (-112),u225 (-110),+176
Tue Dec 6 2022,Detroit Pistons,116,Miami Heat,96,-7.5 (-112),o220 (-110),-310,+7.5 (-108),u220 (-110),+250
Tue Dec 6 2022,Dallas Mavericks,116,Denver Nuggets,115,-4.5 (-112),o224 (-112),-180,+4.5 (-108),u224 (-108),+152
Wed Dec 7 2022,Los Angeles Clippers,111,Orlando Magic,116,+6.5 (-108),o216.5 (-108),+245,-6.5 (-112),u216.5 (-112),-300
Wed Dec 7 2022,Charlotte Hornets,116,Brooklyn Nets,122,-10.5 (-106),o223 (-110),-480,+10.5 (-114),u223 (-110),+370
Wed Dec 7 2022,Atlanta Hawks,89,New York Knicks,113,-2 (-110),o232.5 (-110),-134,+2 (-110),u232.5 (-110),+114
Wed Dec 7 2022,Los Angeles Lakers,113,Toronto Raptors,126,-12.5 (-106),o228.5 (-110),-770,+12.5 (-114),u228.5 (-110),+540
Wed Dec 7 2022,Washington Wizards,111,Chicago Bulls,115,-5 (-110),o226 (-110),-198,+5 (-110),u226 (-110),+166
Wed Dec 7 2022,Oklahoma City Thunder,102,Memphis Grizzlies,123,-8.5 (-110),o233 (-110),-350,+8.5 (-110),u233 (-110),+280
Wed Dec 7 2022,Sacramento Kings,113,Milwaukee Bucks,126,-7 (-108),o236.5 (-110),-250,+7 (-112),u236.5 (-110),+205
Wed Dec 7 2022,Indiana Pacers,115,Minnesota Timberwolves,121,-4 (-110),o238.5 (-110),-184,+4 (-110),u238.5 (-110),+154
Wed Dec 7 2022,Detroit Pistons,98,New Orleans Pelicans,104,-11 (-110),o229 (-110),-520,+11 (-110),u229 (-110),+400
Wed Dec 7 2022,Golden State Warriors,123,Utah Jazz,124,-5.5 (-110),o231 (-112),-215,+5.5 (-110),u231 (-108),+180
Wed Dec 7 2022,Boston Celtics,125,Phoenix Suns,98,-2 (-112),o230.5 (-110),-132,+2 (-108),u230.5 (-110),+108
Thu Dec 8 2022,Los Angeles Clippers,110,Miami Heat,115,-6.5 (-108),o211 (-110),-245,+6.5 (-112),u211 (-110),+200
Thu Dec 8 2022,Houston Rockets,109,San Antonio Spurs,118,+2.5 (-114),o230.5 (-110),+116,-2.5 (-106),u230.5 (-110),-134
Thu Dec 8 2022,Denver Nuggets,121,Portland Trail Blazers,120,+1.5 (-110),o227.5 (-112),+102,-1.5 (-110),u227.5 (-108),-120
Fri Dec 9 2022,New York Knicks,121,Charlotte Hornets,102,+4 (-110),o224.5 (-110),+148,-4 (-110),u224.5 (-110),-176
Fri Dec 9 2022,Washington Wizards,111,Indiana Pacers,121,-4 (-110),o233 (-110),-174,+4 (-110),u233 (-110),+146
Fri Dec 9 2022,Toronto Raptors,109,Orlando Magic,113,+8 (-110),o222.5 (-110),+270,-8 (-110),u222.5 (-110),-335
