date,away_team,away_pt,home_team,home_pt,away_line,home_line
Tue Oct 24 2023,Los Angeles Lakers,107,Denver Nuggets,119,+162,-192
Tue Oct 24 2023,Phoenix Suns,108,Golden State Warriors,104,+122,-143
Wed Oct 25 2023,Houston Rockets,86,Orlando Magic,116,+152,-180
Wed Oct 25 2023,Boston Celtics,108,New York Knicks,104,-169,+145
Wed Oct 25 2023,Washington Wizards,120,Indiana Pacers,143,+170,-203
Wed Oct 25 2023,Atlanta Hawks,110,Charlotte Hornets,116,-173,+147
Wed Oct 25 2023,Detroit Pistons,102,Miami Heat,103,+345,-456
Wed Oct 25 2023,Minnesota Timberwolves,94,Toronto Raptors,97,-107,-113
Wed Oct 25 2023,Cleveland Cavaliers,114,Brooklyn Nets,113,-125,+105
Wed Oct 25 2023,New Orleans Pelicans,111,Memphis Grizzlies,104,-104,-116
Wed Oct 25 2023,Oklahoma City Thunder,124,Chicago Bulls,104,+117,-139
Wed Oct 25 2023,Sacramento Kings,130,Utah Jazz,114,-125,+104
Wed Oct 25 2023,Dallas Mavericks,126,San Antonio Spurs,119,-191,+160
Wed Oct 25 2023,Portland Trail Blazers,111,Los Angeles Clippers,123,+349,-466
Thu Oct 26 2023,Philadelphia 76ers,117,Milwaukee Bucks,118,+198,-241
Thu Oct 26 2023,Phoenix Suns,95,Los Angeles Lakers,100,+201,-244
Fri Oct 27 2023,Denver Nuggets,108,Memphis Grizzlies,104,-221,+183
Fri Oct 27 2023,Detroit Pistons,111,Charlotte Hornets,99,+151,-178
Fri Oct 27 2023,New York Knicks,126,Atlanta Hawks,120,-113,-106
Fri Oct 27 2023,Oklahoma City Thunder,108,Cleveland Cavaliers,105,+115,-136
Fri Oct 27 2023,Miami Heat,111,Boston Celtics,119,+290,-370
Fri Oct 27 2023,Toronto Raptors,103,Chicago Bulls,104,+115,-136
Fri Oct 27 2023,Houston Rockets,122,San Antonio Spurs,126,+133,-155
Fri Oct 27 2023,Brooklyn Nets,120,Dallas Mavericks,125,+192,-235
Fri Oct 27 2023,Los Angeles Clippers,118,Utah Jazz,120,-173,+147
Fri Oct 27 2023,Orlando Magic,102,Portland Trail Blazers,97,-171,+146
Fri Oct 27 2023,Golden State Warriors,122,Sacramento Kings,114,+134,-156
Sat Oct 28 2023,Chicago Bulls,102,Detroit Pistons,118,-139,+118
Sat Oct 28 2023,Memphis Grizzlies,106,Washington Wizards,113,-113,-107
Sat Oct 28 2023,New York Knicks,87,New Orleans Pelicans,96,+130,-152
Sat Oct 28 2023,Indiana Pacers,125,Cleveland Cavaliers,113,-171,+146
Sat Oct 28 2023,Philadelphia 76ers,114,Toronto Raptors,107,-195,+164
Sat Oct 28 2023,Miami Heat,90,Minnesota Timberwolves,106,+265,-333
Sat Oct 28 2023,Utah Jazz,104,Phoenix Suns,126,+176,-211
Sun Oct 29 2023,Denver Nuggets,128,Oklahoma City Thunder,95,-160,+137
Sun Oct 29 2023,Golden State Warriors,106,Houston Rockets,95,-267,+218
Sun Oct 29 2023,Atlanta Hawks,127,Milwaukee Bucks,110,+205,-251
Sun Oct 29 2023,Portland Trail Blazers,98,Philadelphia 76ers,126,+336,-442
Sun Oct 29 2023,San Antonio Spurs,83,Los Angeles Clippers,123,+310,-406
Sun Oct 29 2023,Los Angeles Lakers,127,Sacramento Kings,132,+113,-134
Mon Oct 30 2023,Chicago Bulls,112,Indiana Pacers,105,+132,-155
Mon Oct 30 2023,Boston Celtics,126,Washington Wizards,107,-519,+392
Mon Oct 30 2023,Brooklyn Nets,133,Charlotte Hornets,121,-123,+103
Mon Oct 30 2023,Portland Trail Blazers,99,Toronto Raptors,91,+347,-454
Mon Oct 30 2023,Minnesota Timberwolves,113,Atlanta Hawks,127,-133,+113
Mon Oct 30 2023,Dallas Mavericks,125,Memphis Grizzlies,110,-105,-116
Mon Oct 30 2023,Miami Heat,114,Milwaukee Bucks,122,+243,-301
Mon Oct 30 2023,Golden State Warriors,130,New Orleans Pelicans,102,+126,-148
Mon Oct 30 2023,Detroit Pistons,112,Oklahoma City Thunder,124,+213,-259
Mon Oct 30 2023,Utah Jazz,102,Denver Nuggets,110,+302,-389
Mon Oct 30 2023,Orlando Magic,103,Los Angeles Lakers,106,+144,-168
Tue Oct 31 2023,New York Knicks,109,Cleveland Cavaliers,91,-135,+114
Tue Oct 31 2023,San Antonio Spurs,115,Phoenix Suns,114,+233,-287
Tue Oct 31 2023,Orlando Magic,102,Los Angeles Clippers,118,+212,-258
Wed Nov 1 2023,Portland Trail Blazers,110,Detroit Pistons,101,+133,-156
Wed Nov 1 2023,Milwaukee Bucks,111,Toronto Raptors,130,-176,+151
Wed Nov 1 2023,Washington Wizards,121,Atlanta Hawks,130,+337,-436
Wed Nov 1 2023,Indiana Pacers,104,Boston Celtics,155,+555,-810
Wed Nov 1 2023,Brooklyn Nets,109,Miami Heat,105,+222,-271
Wed Nov 1 2023,Cleveland Cavaliers,95,New York Knicks,89,+178,-214
Wed Nov 1 2023,New Orleans Pelicans,110,Oklahoma City Thunder,106,+134,-157
Wed Nov 1 2023,Charlotte Hornets,119,Houston Rockets,128,+125,-147
Wed Nov 1 2023,Denver Nuggets,89,Minnesota Timberwolves,110,-134,+113
Wed Nov 1 2023,Chicago Bulls,105,Dallas Mavericks,114,+138,-162
Wed Nov 1 2023,Memphis Grizzlies,109,Utah Jazz,133,+110,-130
Wed Nov 1 2023,Sacramento Kings,101,Golden State Warriors,102,+213,-261
Wed Nov 1 2023,Los Angeles Clippers,125,Los Angeles Lakers,130,+130,-151
Thu Nov 2 2023,Toronto Raptors,99,Philadelphia 76ers,114,+245,-300
Thu Nov 2 2023,Detroit Pistons,116,New Orleans Pelicans,125,+160,-189
Thu Nov 2 2023,Orlando Magic,115,Utah Jazz,113,-124,+103
Thu Nov 2 2023,San Antonio Spurs,132,Phoenix Suns,121,+379,-505
Fri Nov 3 2023,Cleveland Cavaliers,116,Indiana Pacers,121,-134,+113
Fri Nov 3 2023,New York Knicks,105,Milwaukee Bucks,110,+178,-214
Fri Nov 3 2023,Brooklyn Nets,109,Chicago Bulls,107,+147,-173
Fri Nov 3 2023,Washington Wizards,114,Miami Heat,121,+316,-401
Fri Nov 3 2023,Golden State Warriors,141,Oklahoma City Thunder,139,-243,+201
Fri Nov 3 2023,Dallas Mavericks,114,Denver Nuggets,125,+190,-230
Fri Nov 3 2023,Memphis Grizzlies,113,Portland Trail Blazers,115,-162,+138
Sat Nov 4 2023,Phoenix Suns,100,Philadelphia 76ers,112,+199,-240
Sat Nov 4 2023,Charlotte Hornets,125,Indiana Pacers,124,+163,-192
Sat Nov 4 2023,Atlanta Hawks,123,New Orleans Pelicans,105,+112,-133
Sat Nov 4 2023,Los Angeles Lakers,101,Orlando Magic,120,-160,+136
Sat Nov 4 2023,Boston Celtics,124,Brooklyn Nets,114,-478,+361
Sat Nov 4 2023,Sacramento Kings,89,Houston Rockets,107,-140,+119
Sat Nov 4 2023,Utah Jazz,95,Minnesota Timberwolves,123,+259,-324
Sat Nov 4 2023,Chicago Bulls,101,Denver Nuggets,123,+320,-413
Sun Nov 5 2023,Phoenix Suns,120,Detroit Pistons,106,-160,+136
Sun Nov 5 2023,Toronto Raptors,123,San Antonio Spurs,116,-166,+141
Sun Nov 5 2023,Golden State Warriors,104,Cleveland Cavaliers,115,-100,-119
Sun Nov 5 2023,Charlotte Hornets,118,Dallas Mavericks,124,+438,-600
Sun Nov 5 2023,Memphis Grizzlies,112,Portland Trail Blazers,100,-157,+134
Mon Nov 6 2023,Golden State Warriors,120,Detroit Pistons,109,-656,+424
Mon Nov 6 2023,San Antonio Spurs,111,Indiana Pacers,152,+290,-370
Mon Nov 6 2023,Dallas Mavericks,117,Orlando Magic,102,+134,-178
Mon Nov 6 2023,Washington Wizards,128,Philadelphia 76ers,146,+429,-595
Mon Nov 6 2023,Milwaukee Bucks,129,Brooklyn Nets,125,-190,+160
Mon Nov 6 2023,Los Angeles Lakers,107,Miami Heat,108,+105,-125
Mon Nov 6 2023,Los Angeles Clippers,97,New York Knicks,111,-100,-120
Mon Nov 6 2023,Utah Jazz,113,Chicago Bulls,130,+150,-176
Mon Nov 6 2023,Sacramento Kings,97,Houston Rockets,122,+388,-782
Mon Nov 6 2023,Boston Celtics,109,Minnesota Timberwolves,114,-160,+136
Mon Nov 6 2023,Atlanta Hawks,117,Oklahoma City Thunder,126,-107,-113
Mon Nov 6 2023,New Orleans Pelicans,116,Denver Nuggets,134,+207,-254
Wed Nov 8 2023,Washington Wizards,132,Charlotte Hornets,116,+113,-133
Wed Nov 8 2023,Utah Jazz,118,Indiana Pacers,134,+191,-232
Wed Nov 8 2023,Boston Celtics,103,Philadelphia 76ers,106,-145,+124
Wed Nov 8 2023,Los Angeles Clippers,93,Brooklyn Nets,100,-216,+179
Wed Nov 8 2023,San Antonio Spurs,105,New York Knicks,126,+315,-404
Wed Nov 8 2023,Phoenix Suns,116,Chicago Bulls,115,-112,-107
Wed Nov 8 2023,Los Angeles Lakers,94,Houston Rockets,128,-137,+116
Wed Nov 8 2023,Miami Heat,108,Memphis Grizzlies,102,-126,+106
Wed Nov 8 2023,Detroit Pistons,118,Milwaukee Bucks,120,+495,-699
Wed Nov 8 2023,New Orleans Pelicans,101,Minnesota Timberwolves,122,+331,-431
Wed Nov 8 2023,Cleveland Cavaliers,120,Oklahoma City Thunder,128,-129,+109
Wed Nov 8 2023,Toronto Raptors,127,Dallas Mavericks,116,+148,-173
Wed Nov 8 2023,Golden State Warriors,105,Denver Nuggets,108,+157,-183
Wed Nov 8 2023,Portland Trail Blazers,118,Sacramento Kings,121,+261,-325
Thu Nov 9 2023,Milwaukee Bucks,124,Indiana Pacers,126,-116,-103
Thu Nov 9 2023,Atlanta Hawks,120,Orlando Magic,119,-157,+134
Fri Nov 10 2023,Philadelphia 76ers,114,Detroit Pistons,106,-372,+290
Fri Nov 10 2023,Charlotte Hornets,124,Washington Wizards,117,+129,-151
Fri Nov 10 2023,Brooklyn Nets,107,Boston Celtics,121,+483,-678
Fri Nov 10 2023,New Orleans Pelicans,101,Houston Rockets,104,+126,-147
Fri Nov 10 2023,Utah Jazz,127,Memphis Grizzlies,121,+165,-195
Fri Nov 10 2023,Minnesota Timberwolves,117,San Antonio Spurs,110,-288,+234
Fri Nov 10 2023,Los Angeles Clippers,126,Dallas Mavericks,144,-102,-118
Fri Nov 10 2023,Los Angeles Lakers,122,Phoenix Suns,119,+110,-130
Fri Nov 10 2023,Oklahoma City Thunder,98,Sacramento Kings,105,-125,+105
Sat Nov 11 2023,Milwaukee Bucks,97,Orlando Magic,112,-129,+109
Sat Nov 11 2023,Toronto Raptors,94,Boston Celtics,117,+311,-399
Sat Nov 11 2023,Miami Heat,117,Atlanta Hawks,109,+246,-302
Sat Nov 11 2023,Cleveland Cavaliers,118,Golden State Warriors,110,+155,-181
Sun Nov 12 2023,Charlotte Hornets,107,New York Knicks,129,+384,-509
Sun Nov 12 2023,Washington Wizards,94,Brooklyn Nets,102,+224,-278
Sun Nov 12 2023,Memphis Grizzlies,105,Los Angeles Clippers,101,+275,-344
Sun Nov 12 2023,Indiana Pacers,126,Philadelphia 76ers,137,+217,-264
Sun Nov 12 2023,Detroit Pistons,108,Chicago Bulls,119,+205,-250
Sun Nov 12 2023,Denver Nuggets,104,Houston Rockets,107,-196,+165
Sun Nov 12 2023,Dallas Mavericks,136,New Orleans Pelicans,124,-163,+140
Sun Nov 12 2023,Miami Heat,118,San Antonio Spurs,113,-126,+106
Sun Nov 12 2023,Oklahoma City Thunder,111,Phoenix Suns,99,+140,-164
Sun Nov 12 2023,Minnesota Timberwolves,116,Golden State Warriors,110,+132,-155
Sun Nov 12 2023,Portland Trail Blazers,110,Los Angeles Lakers,116,+295,-381
Mon Nov 13 2023,New York Knicks,98,Boston Celtics,114,+333,-432
Mon Nov 13 2023,Washington Wizards,107,Toronto Raptors,111,+277,-352
Mon Nov 13 2023,Chicago Bulls,109,Milwaukee Bucks,118,+338,-436
Mon Nov 13 2023,Cleveland Cavaliers,120,Sacramento Kings,132,-106,-114
Tue Nov 14 2023,Miami Heat,111,Charlotte Hornets,105,-238,+197
Tue Nov 14 2023,Atlanta Hawks,126,Detroit Pistons,120,-182,+155
Tue Nov 14 2023,Indiana Pacers,132,Philadelphia 76ers,126,+189,-230
Tue Nov 14 2023,Orlando Magic,104,Brooklyn Nets,124,+121,-143
Tue Nov 14 2023,San Antonio Spurs,87,Oklahoma City Thunder,123,+358,-475
Tue Nov 14 2023,Dallas Mavericks,110,New Orleans Pelicans,131,-161,+136
Tue Nov 14 2023,Portland Trail Blazers,99,Utah Jazz,115,+218,-267
Tue Nov 14 2023,Los Angeles Clippers,108,Denver Nuggets,111,+160,-190
Tue Nov 14 2023,Minnesota Timberwolves,104,Golden State Warriors,101,-144,+121
Tue Nov 14 2023,Memphis Grizzlies,107,Los Angeles Lakers,134,+205,-249
Wed Nov 15 2023,Dallas Mavericks,130,Washington Wizards,117,-175,+149
Wed Nov 15 2023,New York Knicks,116,Atlanta Hawks,114,-101,-119
Wed Nov 15 2023,Boston Celtics,117,Philadelphia 76ers,107,-119,-101
Wed Nov 15 2023,Milwaukee Bucks,128,Toronto Raptors,112,-116,-104
Wed Nov 15 2023,Orlando Magic,96,Chicago Bulls,94,+110,-131
