date,away_team,away_pt,home_team,home_pt,away_line,home_line
Fri Nov 1 2013,Dallas Mavericks,105,Houston Rockets,113,+234,-278
Fri Nov 1 2013,Detroit Pistons,108,Memphis Grizzlies,111,+275,-330
Fri Nov 1 2013,Oklahoma City Thunder,81,Minnesota Timberwolves,100,+113,-131
Fri Nov 1 2013,Portland Trail Blazers,113,Denver Nuggets,98,+164,-190
Fri Nov 1 2013,Utah Jazz,84,Phoenix Suns,87,+135,-154
Fri Nov 1 2013,Los Angeles Clippers,110,Sacramento Kings,101,-167,+146
Fri Nov 1 2013,San Antonio Spurs,91,Los Angeles Lakers,85,-336,+276
Sat Nov 2 2013,Cleveland Cavaliers,74,Indiana Pacers,89,+314,-392
Sat Nov 2 2013,Chicago Bulls,104,Philadelphia 76ers,107,-481,+374
Sat Nov 2 2013,Charlotte Bobcats,84,New Orleans Pelicans,105,,-423
Sat Nov 2 2013,Memphis Grizzlies,99,Dallas Mavericks,111,+131,-152
Sat Nov 2 2013,Toronto Raptors,97,Milwaukee Bucks,90,-117,+100
Sat Nov 2 2013,Houston Rockets,104,Utah Jazz,93,-257,+216
Sat Nov 2 2013,San Antonio Spurs,105,Portland Trail Blazers,115,-139,+120
Sat Nov 2 2013,Sacramento Kings,87,Golden State Warriors,98,+550,-750
Sun Nov 3 2013,Boston Celtics,77,Detroit Pistons,87,+401,-509
Sun Nov 3 2013,Washington Wizards,93,Miami Heat,103,+927,-1409
Sun Nov 3 2013,Brooklyn Nets,86,Orlando Magic,107,-244,+207
Sun Nov 3 2013,Phoenix Suns,96,Oklahoma City Thunder,103,+859,-1322
Sun Nov 3 2013,Minnesota Timberwolves,109,New York Knicks,100,+137,-155
Sun Nov 3 2013,Atlanta Hawks,103,Los Angeles Lakers,105,-112,-108
Mon Nov 4 2013,Minnesota Timberwolves,92,Cleveland Cavaliers,93,+107,-126
Mon Nov 4 2013,Golden State Warriors,110,Philadelphia 76ers,90,-278,+236
Mon Nov 4 2013,Boston Celtics,88,Memphis Grizzlies,95,+680,-942
Mon Nov 4 2013,Houston Rockets,118,Los Angeles Clippers,137,+177,-209
Tue Nov 5 2013,Miami Heat,104,Toronto Raptors,95,-215,+181
Tue Nov 5 2013,Utah Jazz,88,Brooklyn Nets,104,+450,-590
Tue Nov 5 2013,Indiana Pacers,99,Detroit Pistons,91,-112,-106
Tue Nov 5 2013,Charlotte Bobcats,102,New York Knicks,97,,-538
Tue Nov 5 2013,Phoenix Suns,104,New Orleans Pelicans,98,+416,-532
Tue Nov 5 2013,Los Angeles Lakers,104,Dallas Mavericks,123,+359,-452
Tue Nov 5 2013,San Antonio Spurs,102,Denver Nuggets,94,-199,+171
Tue Nov 5 2013,Houston Rockets,116,Portland Trail Blazers,101,+118,-137
Tue Nov 5 2013,Atlanta Hawks,105,Sacramento Kings,100,+117,-135
Wed Nov 6 2013,Toronto Raptors,90,Charlotte Bobcats,92,-138,
Wed Nov 6 2013,Chicago Bulls,80,Indiana Pacers,97,+113,-131
Wed Nov 6 2013,Los Angeles Clippers,90,Orlando Magic,98,-291,+242
Wed Nov 6 2013,Washington Wizards,116,Philadelphia 76ers,102,-144,+125
Wed Nov 6 2013,Utah Jazz,87,Boston Celtics,97,+164,-189
Wed Nov 6 2013,New Orleans Pelicans,99,Memphis Grizzlies,84,+257,-309
Wed Nov 6 2013,Cleveland Cavaliers,104,Milwaukee Bucks,109,-149,+130
Wed Nov 6 2013,Golden State Warriors,106,Minnesota Timberwolves,93,-107,-112
Wed Nov 6 2013,Phoenix Suns,96,San Antonio Spurs,99,+913,-1400
Wed Nov 6 2013,Dallas Mavericks,93,Oklahoma City Thunder,107,+249,-300
Thu Nov 7 2013,Los Angeles Clippers,97,Miami Heat,102,+226,-266
Thu Nov 7 2013,Atlanta Hawks,107,Denver Nuggets,109,+174,-207
Thu Nov 7 2013,Los Angeles Lakers,99,Houston Rockets,98,+1030,-1650
Fri Nov 8 2013,New York Knicks,101,Charlotte Bobcats,91,-156,
Fri Nov 8 2013,Toronto Raptors,84,Indiana Pacers,91,+328,-412
Fri Nov 8 2013,Boston Celtics,91,Orlando Magic,89,+191,-227
Fri Nov 8 2013,Cleveland Cavaliers,79,Philadelphia 76ers,94,-155,+135
Fri Nov 8 2013,Brooklyn Nets,108,Washington Wizards,112,-125,+107
Fri Nov 8 2013,Oklahoma City Thunder,119,Detroit Pistons,110,-156,+136
Fri Nov 8 2013,Utah Jazz,73,Chicago Bulls,97,+762,-1108
Fri Nov 8 2013,Dallas Mavericks,108,Minnesota Timberwolves,116,+158,-180
Fri Nov 8 2013,Los Angeles Lakers,85,New Orleans Pelicans,96,+402,-515
Fri Nov 8 2013,Golden State Warriors,74,San Antonio Spurs,76,+200,-237
Fri Nov 8 2013,Denver Nuggets,103,Phoenix Suns,114,+107,-126
Fri Nov 8 2013,Sacramento Kings,91,Portland Trail Blazers,104,+285,-350
Sat Nov 9 2013,Utah Jazz,91,Toronto Raptors,115,+355,-447
Sat Nov 9 2013,Orlando Magic,94,Atlanta Hawks,104,+229,-272
Sat Nov 9 2013,Indiana Pacers,96,Brooklyn Nets,91,-110,-108
Sat Nov 9 2013,Philadelphia 76ers,125,Cleveland Cavaliers,127,+307,-377
Sat Nov 9 2013,Boston Celtics,111,Miami Heat,110,+982,-1492
Sat Nov 9 2013,Los Angeles Clippers,107,Houston Rockets,94,+130,-149
Sat Nov 9 2013,Golden State Warriors,90,Memphis Grizzlies,108,+110,-128
Sat Nov 9 2013,Dallas Mavericks,91,Milwaukee Bucks,83,-151,+132
Sat Nov 9 2013,Portland Trail Blazers,96,Sacramento Kings,85,+110,-129
Sun Nov 10 2013,San Antonio Spurs,120,New York Knicks,89,-147,+130
Sun Nov 10 2013,Washington Wizards,105,Oklahoma City Thunder,106,+351,-442
Sun Nov 10 2013,New Orleans Pelicans,94,Phoenix Suns,101,-130,+111
Sun Nov 10 2013,Minnesota Timberwolves,113,Los Angeles Lakers,90,-186,+163
Mon Nov 11 2013,Atlanta Hawks,103,Charlotte Bobcats,94,-126,
Mon Nov 11 2013,Memphis Grizzlies,79,Indiana Pacers,95,+230,-272
Mon Nov 11 2013,San Antonio Spurs,109,Philadelphia 76ers,85,-275,+233
Mon Nov 11 2013,Orlando Magic,105,Boston Celtics,120,+105,-124
Mon Nov 11 2013,Cleveland Cavaliers,81,Chicago Bulls,96,+312,-386
Mon Nov 11 2013,Toronto Raptors,104,Houston Rockets,110,+247,-297
Mon Nov 11 2013,Denver Nuggets,100,Utah Jazz,81,-133,+114
Mon Nov 11 2013,Detroit Pistons,103,Portland Trail Blazers,109,+169,-195
Mon Nov 11 2013,Minnesota Timberwolves,107,Los Angeles Clippers,109,+224,-264
Tue Nov 12 2013,Milwaukee Bucks,95,Miami Heat,118,+1071,-1734
Tue Nov 12 2013,Washington Wizards,95,Dallas Mavericks,105,+190,-225
Tue Nov 12 2013,Detroit Pistons,95,Golden State Warriors,113,+363,-460
Tue Nov 12 2013,New Orleans Pelicans,95,Los Angeles Lakers,116,-159,+138
Wed Nov 13 2013,Milwaukee Bucks,91,Orlando Magic,94,+259,-312
Wed Nov 13 2013,Houston Rockets,117,Philadelphia 76ers,123,-252,+214
Wed Nov 13 2013,Charlotte Bobcats,89,Boston Celtics,83,,-225
Wed Nov 13 2013,New York Knicks,95,Atlanta Hawks,91,+161,-181
Wed Nov 13 2013,Toronto Raptors,103,Memphis Grizzlies,87,+199,-236
Wed Nov 13 2013,Cleveland Cavaliers,95,Minnesota Timberwolves,124,+307,-378
Wed Nov 13 2013,Washington Wizards,79,San Antonio Spurs,92,+493,-660
Wed Nov 13 2013,Los Angeles Lakers,99,Denver Nuggets,111,+391,-499
Wed Nov 13 2013,New Orleans Pelicans,105,Utah Jazz,111,-143,+124
Wed Nov 13 2013,Phoenix Suns,89,Portland Trail Blazers,90,+256,-309
Wed Nov 13 2013,Brooklyn Nets,86,Sacramento Kings,107,-169,+149
Wed Nov 13 2013,Oklahoma City Thunder,103,Los Angeles Clippers,111,+162,-187
Thu Nov 14 2013,Houston Rockets,109,New York Knicks,106,-115,+104
Thu Nov 14 2013,Oklahoma City Thunder,115,Golden State Warriors,116,+170,-198
Fri Nov 15 2013,Milwaukee Bucks,77,Indiana Pacers,104,+1250,-2229
Fri Nov 15 2013,Chicago Bulls,96,Toronto Raptors,80,+104,-123
Fri Nov 15 2013,Philadelphia 76ers,103,Atlanta Hawks,113,+328,-413
Fri Nov 15 2013,Portland Trail Blazers,109,Boston Celtics,96,-124,+106
Fri Nov 15 2013,Charlotte Bobcats,86,Cleveland Cavaliers,80,,-250
Fri Nov 15 2013,Dallas Mavericks,104,Miami Heat,110,+324,-404
Fri Nov 15 2013,Minnesota Timberwolves,113,Denver Nuggets,117,-132,+114
Fri Nov 15 2013,Brooklyn Nets,100,Phoenix Suns,98,-111,-109
Fri Nov 15 2013,San Antonio Spurs,91,Utah Jazz,82,-590,+450
Fri Nov 15 2013,Memphis Grizzlies,89,Los Angeles Lakers,86,-153,+134
Fri Nov 15 2013,Detroit Pistons,97,Sacramento Kings,90,+110,-128
Sat Nov 16 2013,Miami Heat,97,Charlotte Bobcats,81,-402,
Sat Nov 16 2013,Dallas Mavericks,108,Orlando Magic,100,-141,+122
Sat Nov 16 2013,Cleveland Cavaliers,103,Washington Wizards,96,+284,-346
Sat Nov 16 2013,Atlanta Hawks,110,New York Knicks,90,+157,-177
Sat Nov 16 2013,Indiana Pacers,94,Chicago Bulls,110,+105,-121
Sat Nov 16 2013,Denver Nuggets,111,Houston Rockets,122,+319,-394
Sat Nov 16 2013,Boston Celtics,88,Minnesota Timberwolves,106,+427,-548
Sat Nov 16 2013,Philadelphia 76ers,98,New Orleans Pelicans,135,+342,-430
Sat Nov 16 2013,Oklahoma City Thunder,92,Milwaukee Bucks,79,-679,+515
Sat Nov 16 2013,Utah Jazz,88,Golden State Warriors,102,+1629,-3046
Sat Nov 16 2013,Brooklyn Nets,103,Los Angeles Clippers,110,+734,-1079
Sun Nov 17 2013,Portland Trail Blazers,118,Toronto Raptors,110,+112,-131
Sun Nov 17 2013,Memphis Grizzlies,97,Sacramento Kings,86,-142,+123
Sun Nov 17 2013,Detroit Pistons,99,Los Angeles Lakers,114,-137,+119
Mon Nov 18 2013,Portland Trail Blazers,108,Brooklyn Nets,98,+108,-127
Mon Nov 18 2013,Charlotte Bobcats,81,Chicago Bulls,86,,-1137
Mon Nov 18 2013,Denver Nuggets,113,Oklahoma City Thunder,115,+385,-492
Mon Nov 18 2013,Philadelphia 76ers,94,Dallas Mavericks,97,+653,-900
Mon Nov 18 2013,Golden State Warriors,98,Utah Jazz,87,-373,+303
Mon Nov 18 2013,Memphis Grizzlies,106,Los Angeles Clippers,102,+352,-442
Tue Nov 19 2013,Minnesota Timberwolves,100,Washington Wizards,104,-166,+145
Tue Nov 19 2013,New York Knicks,86,Detroit Pistons,92,+151,-170
Tue Nov 19 2013,Atlanta Hawks,88,Miami Heat,104,+354,-443
Tue Nov 19 2013,Boston Celtics,85,Houston Rockets,109,+513,-663
Tue Nov 19 2013,Phoenix Suns,104,Sacramento Kings,107,+139,-159
Wed Nov 20 2013,Brooklyn Nets,91,Charlotte Bobcats,95,-146,
Wed Nov 20 2013,Washington Wizards,98,Cleveland Cavaliers,91,+131,-150
Wed Nov 20 2013,Indiana Pacers,103,New York Knicks,96,-255,+221
Wed Nov 20 2013,Miami Heat,120,Orlando Magic,92,-315,+260
Wed Nov 20 2013,Toronto Raptors,108,Philadelphia 76ers,98,-185,+162
Wed Nov 20 2013,Detroit Pistons,85,Atlanta Hawks,93,+192,-228
Wed Nov 20 2013,Portland Trail Blazers,91,Milwaukee Bucks,82,-217,+183
Wed Nov 20 2013,Los Angeles Clippers,102,Minnesota Timberwolves,98,+109,-128
Wed Nov 20 2013,Utah Jazz,98,New Orleans Pelicans,105,+531,-710
Wed Nov 20 2013,Boston Celtics,93,San Antonio Spurs,104,+1375,-2500
Wed Nov 20 2013,Sacramento Kings,113,Phoenix Suns,106,+195,-230
Wed Nov 20 2013,Houston Rockets,120,Dallas Mavericks,123,+120,-138
Wed Nov 20 2013,Memphis Grizzlies,88,Golden State Warriors,81,+177,-207
Thu Nov 21 2013,Los Angeles Clippers,91,Oklahoma City Thunder,105,+199,-236
Thu Nov 21 2013,Chicago Bulls,87,Denver Nuggets,97,-119,+102
Fri Nov 22 2013,Phoenix Suns,98,Charlotte Bobcats,91,+142,
Fri Nov 22 2013,Milwaukee Bucks,107,Philadelphia 76ers,115,+130,-149
Fri Nov 22 2013,Washington Wizards,88,Toronto Raptors,96,+165,-190
Fri Nov 22 2013,Indiana Pacers,97,Boston Celtics,82,-342,+281
Fri Nov 22 2013,Atlanta Hawks,96,Detroit Pistons,89,+148,-168
Fri Nov 22 2013,San Antonio Spurs,102,Memphis Grizzlies,86,-117,+100
Fri Nov 22 2013,Brooklyn Nets,81,Minnesota Timberwolves,111,+362,-459
Fri Nov 22 2013,Cleveland Cavaliers,100,New Orleans Pelicans,104,+248,-294
Fri Nov 22 2013,Utah Jazz,93,Dallas Mavericks,103,+500,-654
Fri Nov 22 2013,Chicago Bulls,95,Portland Trail Blazers,98,+153,-174
Fri Nov 22 2013,Golden State Warriors,95,Los Angeles Lakers,102,-201,+172
Sat Nov 23 2013,Sacramento Kings,102,Los Angeles Clippers,103,+511,-687
Sat Nov 23 2013,Philadelphia 76ers,98,Indiana Pacers,106,+1495,-2767
Sat Nov 23 2013,New York Knicks,89,Washington Wizards,98,+109,-120
Sat Nov 23 2013,Boston Celtics,94,Atlanta Hawks,87,+380,-481
Sat Nov 23 2013,Orlando Magic,99,Miami Heat,101,+926,-1436
Sat Nov 23 2013,Minnesota Timberwolves,101,Houston Rockets,112,+214,-253
Sat Nov 23 2013,Charlotte Bobcats,96,Milwaukee Bucks,72,,-135
Sat Nov 23 2013,Cleveland Cavaliers,96,San Antonio Spurs,126,+855,-1273
Sat Nov 23 2013,Dallas Mavericks,100,Denver Nuggets,102,+178,-210
Sat Nov 23 2013,Portland Trail Blazers,113,Golden State Warriors,101,+170,-197
Sun Nov 24 2013,Detroit Pistons,109,Brooklyn Nets,97,+111,-129
Sun Nov 24 2013,Chicago Bulls,82,Los Angeles Clippers,121,+233,-273
Sun Nov 24 2013,Phoenix Suns,104,Orlando Magic,96,+113,-131
Sun Nov 24 2013,Utah Jazz,73,Oklahoma City Thunder,95,+925,-1477
Sun Nov 24 2013,Sacramento Kings,86,Los Angeles Lakers,100,+162,-186
Mon Nov 25 2013,Boston Celtics,96,Charlotte Bobcats,86,+136,
Mon Nov 25 2013,Minnesota Timberwolves,84,Indiana Pacers,98,+236,-279
Mon Nov 25 2013,Milwaukee Bucks,94,Detroit Pistons,113,+258,-316
Mon Nov 25 2013,Phoenix Suns,92,Miami Heat,107,+820,-1218
Mon Nov 25 2013,Houston Rockets,93,Memphis Grizzlies,86,-117,+100
Mon Nov 25 2013,Denver Nuggets,110,Dallas Mavericks,96,+226,-267
Mon Nov 25 2013,New Orleans Pelicans,93,San Antonio Spurs,112,+423,-544
Mon Nov 25 2013,Chicago Bulls,83,Utah Jazz,89,-193,+165
Mon Nov 25 2013,New York Knicks,91,Portland Trail Blazers,102,+254,-300
Tue Nov 26 2013,Brooklyn Nets,102,Toronto Raptors,100,+243,-288
Tue Nov 26 2013,Los Angeles Lakers,111,Washington Wizards,116,+186,-223
Tue Nov 26 2013,Orlando Magic,109,Atlanta Hawks,92,+264,-321
Tue Nov 26 2013,Golden State Warriors,102,New Orleans Pelicans,101,-116,-104
Wed Nov 27 2013,Indiana Pacers,99,Charlotte Bobcats,74,-333,
Wed Nov 27 2013,Philadelphia 76ers,94,Orlando Magic,105,+154,-174
Wed Nov 27 2013,Memphis Grizzlies,100,Boston Celtics,93,-129,+110
Wed Nov 27 2013,Los Angeles Lakers,99,Brooklyn Nets,94,+115,-134
Wed Nov 27 2013,Miami Heat,95,Cleveland Cavaliers,84,-470,+366
Wed Nov 27 2013,Chicago Bulls,99,Detroit Pistons,79,+142,-162
Wed Nov 27 2013,Atlanta Hawks,84,Houston Rockets,113,+310,-379
Wed Nov 27 2013,Washington Wizards,100,Milwaukee Bucks,92,-139,+121
Wed Nov 27 2013,Denver Nuggets,117,Minnesota Timberwolves,110,+247,-297
Wed Nov 27 2013,San Antonio Spurs,88,Oklahoma City Thunder,94,+129,-148
Wed Nov 27 2013,Golden State Warriors,99,Dallas Mavericks,103,+165,-191
Wed Nov 27 2013,Portland Trail Blazers,106,Phoenix Suns,120,-174,+154
Wed Nov 27 2013,New York Knicks,80,Los Angeles Clippers,93,+438,-585
Fri Nov 29 2013,Milwaukee Bucks,76,Charlotte Bobcats,92,+176,
Fri Nov 29 2013,San Antonio Spurs,109,Orlando Magic,91,-494,+389
Fri Nov 29 2013,Miami Heat,90,Toronto Raptors,83,-255,+218
Fri Nov 29 2013,Dallas Mavericks,87,Atlanta Hawks,88,-121,+104
Fri Nov 29 2013,Cleveland Cavaliers,86,Boston Celtics,103,+150,-171
Fri Nov 29 2013,Los Angeles Lakers,106,Detroit Pistons,102,+193,-230
Fri Nov 29 2013,Brooklyn Nets,95,Houston Rockets,114,+502,-663
Fri Nov 29 2013,Washington Wizards,73,Indiana Pacers,93,+507,-666
Fri Nov 29 2013,Golden State Warriors,112,Oklahoma City Thunder,113,+272,-331
Fri Nov 29 2013,New Orleans Pelicans,121,Philadelphia 76ers,105,-168,+148
Fri Nov 29 2013,New York Knicks,95,Denver Nuggets,97,+312,-390
Fri Nov 29 2013,Phoenix Suns,112,Utah Jazz,101,-131,+112
Fri Nov 29 2013,Los Angeles Clippers,104,Sacramento Kings,98,-141,+122
Sat Nov 30 2013,Atlanta Hawks,101,Washington Wizards,108,+160,-182
Sat Nov 30 2013,Chicago Bulls,93,Cleveland Cavaliers,97,-204,+173
Sat Nov 30 2013,Brooklyn Nets,97,Memphis Grizzlies,88,+272,-331
Sat Nov 30 2013,Minnesota Timberwolves,112,Dallas Mavericks,106,-129,+110
Sat Nov 30 2013,Houston Rockets,112,San Antonio Spurs,106,+232,-275
Sat Nov 30 2013,Boston Celtics,85,Milwaukee Bucks,92,-141,+122
Sat Nov 30 2013,Utah Jazz,112,Phoenix Suns,104,+355,-446
Sun Dec 1 2013,Denver Nuggets,112,Toronto Raptors,98,+114,-132
Sun Dec 1 2013,Philadelphia 76ers,100,Detroit Pistons,115,+309,-379
Sun Dec 1 2013,Indiana Pacers,105,Los Angeles Clippers,100,-119,+102
Sun Dec 1 2013,Charlotte Bobcats,98,Miami Heat,99,,-888
Sun Dec 1 2013,Golden State Warriors,115,Sacramento Kings,113,-187,+163
Sun Dec 1 2013,Minnesota Timberwolves,103,Oklahoma City Thunder,113,+332,-416
Sun Dec 1 2013,New Orleans Pelicans,103,New York Knicks,99,+103,-114
Sun Dec 1 2013,Portland Trail Blazers,114,Los Angeles Lakers,108,-168,+148
Mon Dec 2 2013,Orlando Magic,80,Washington Wizards,98,+236,-278
Mon Dec 2 2013,New Orleans Pelicans,131,Chicago Bulls,128,+255,-307
Mon Dec 2 2013,Atlanta Hawks,100,San Antonio Spurs,102,+730,-1048
Mon Dec 2 2013,Houston Rockets,103,Utah Jazz,109,-358,+291
Mon Dec 2 2013,Indiana Pacers,102,Portland Trail Blazers,106,-119,+101
Tue Dec 3 2013,Orlando Magic,125,Philadelphia 76ers,126,+156,-176
Tue Dec 3 2013,Milwaukee Bucks,100,Boston Celtics,108,+269,-328
Tue Dec 3 2013,Denver Nuggets,111,Brooklyn Nets,87,-184,+162
Tue Dec 3 2013,Detroit Pistons,107,Miami Heat,97,+403,-519
Tue Dec 3 2013,Phoenix Suns,91,Memphis Grizzlies,110,+124,-143
Tue Dec 3 2013,Charlotte Bobcats,82,Dallas Mavericks,89,,-379
Tue Dec 3 2013,Oklahoma City Thunder,97,Sacramento Kings,95,-448,+355
Tue Dec 3 2013,Toronto Raptors,103,Golden State Warriors,112,+293,-357
Wed Dec 4 2013,Denver Nuggets,88,Cleveland Cavaliers,98,-170,+150
Wed Dec 4 2013,Los Angeles Clippers,97,Atlanta Hawks,107,-142,+123
Wed Dec 4 2013,Phoenix Suns,97,Houston Rockets,88,+440,-572
Wed Dec 4 2013,Detroit Pistons,105,Milwaukee Bucks,98,-192,+166
Wed Dec 4 2013,Dallas Mavericks,100,New Orleans Pelicans,97,+120,-139
Wed Dec 4 2013,Indiana Pacers,95,Utah Jazz,86,-418,+334
Wed Dec 4 2013,Oklahoma City Thunder,104,Portland Trail Blazers,111,+117,-136
Thu Dec 5 2013,New York Knicks,113,Brooklyn Nets,83,-120,+109
Thu Dec 5 2013,Los Angeles Clippers,101,Memphis Grizzlies,81,-121,+106
Thu Dec 5 2013,Miami Heat,87,Chicago Bulls,107,-194,+167
Fri Dec 6 2013,Philadelphia 76ers,88,Charlotte Bobcats,105,+246,
Fri Dec 6 2013,Milwaukee Bucks,109,Washington Wizards,105,+414,-525
Fri Dec 6 2013,Cleveland Cavaliers,89,Atlanta Hawks,108,+214,-252
Fri Dec 6 2013,Denver Nuggets,98,Boston Celtics,106,-175,+154
Fri Dec 6 2013,Orlando Magic,83,New York Knicks,121,+225,-260
Fri Dec 6 2013,Golden State Warriors,83,Houston Rockets,105,+169,-197
Fri Dec 6 2013,Oklahoma City Thunder,109,New Orleans Pelicans,95,-234,+198
Fri Dec 6 2013,Toronto Raptors,97,Phoenix Suns,106,+149,-169
Fri Dec 6 2013,Utah Jazz,98,Portland Trail Blazers,130,+547,-735
Fri Dec 6 2013,Los Angeles Lakers,106,Sacramento Kings,100,+152,-172
Sat Dec 7 2013,Denver Nuggets,103,Philadelphia 76ers,92,-288,+244
Sat Dec 7 2013,Los Angeles Clippers,82,Cleveland Cavaliers,88,-242,+205
Sat Dec 7 2013,Detroit Pistons,92,Chicago Bulls,75,+111,-129
Sat Dec 7 2013,Golden State Warriors,108,Memphis Grizzlies,82,-138,+119
Sat Dec 7 2013,Miami Heat,103,Minnesota Timberwolves,82,-274,+234
Sat Dec 7 2013,Brooklyn Nets,90,Milwaukee Bucks,82,-140,+121
Sat Dec 7 2013,Indiana Pacers,111,San Antonio Spurs,100,+153,-174
Sat Dec 7 2013,Sacramento Kings,112,Utah Jazz,102,+130,-150
Sat Dec 7 2013,Dallas Mavericks,108,Portland Trail Blazers,106,+191,-227
Sun Dec 8 2013,Boston Celtics,114,New York Knicks,73,+205,-238
Sun Dec 8 2013,Miami Heat,110,Detroit Pistons,95,-160,+140
Sun Dec 8 2013,Orlando Magic,88,Houston Rockets,98,+908,-1405
Sun Dec 8 2013,Indiana Pacers,94,Oklahoma City Thunder,118,+175,-204
Sun Dec 8 2013,Toronto Raptors,106,Los Angeles Lakers,94,+227,-266
Mon Dec 9 2013,Golden State Warriors,111,Charlotte Bobcats,115,-240,
Mon Dec 9 2013,Los Angeles Clippers,94,Philadelphia 76ers,83,-551,+426
Mon Dec 9 2013,Denver Nuggets,75,Washington Wizards,74,-122,+103
Mon Dec 9 2013,Orlando Magic,85,Memphis Grizzlies,94,+346,-433
Mon Dec 9 2013,Portland Trail Blazers,105,Utah Jazz,94,-303,+250
Mon Dec 9 2013,Dallas Mavericks,97,Sacramento Kings,112,-183,+159
Tue Dec 10 2013,New York Knicks,94,Cleveland Cavaliers,109,+125,-138
Tue Dec 10 2013,Miami Heat,84,Indiana Pacers,90,+142,-162
Tue Dec 10 2013,San Antonio Spurs,116,Toronto Raptors,103,-398,+321
Tue Dec 10 2013,Oklahoma City Thunder,101,Atlanta Hawks,92,-163,+144
Tue Dec 10 2013,Boston Celtics,96,Brooklyn Nets,104,+112,-130
Tue Dec 10 2013,Minnesota Timberwolves,121,Detroit Pistons,94,-117,+100
Tue Dec 10 2013,Milwaukee Bucks,78,Chicago Bulls,74,+211,-248
Tue Dec 10 2013,Phoenix Suns,114,Los Angeles Lakers,108,+135,-156
Wed Dec 11 2013,Orlando Magic,92,Charlotte Bobcats,83,+165,
Wed Dec 11 2013,Los Angeles Clippers,96,Boston Celtics,88,-222,+187
Wed Dec 11 2013,Oklahoma City Thunder,116,Memphis Grizzlies,100,-263,+224
Wed Dec 11 2013,San Antonio Spurs,109,Milwaukee Bucks,77,-762,+569
Wed Dec 11 2013,Philadelphia 76ers,99,Minnesota Timberwolves,106,+785,-1139
Wed Dec 11 2013,Detroit Pistons,106,New Orleans Pelicans,111,+120,-139
Wed Dec 11 2013,Chicago Bulls,78,New York Knicks,83,+168,-193
Wed Dec 11 2013,Utah Jazz,122,Sacramento Kings,101,+249,-300
Wed Dec 11 2013,Dallas Mavericks,93,Golden State Warriors,95,+200,-238
Thu Dec 12 2013,Los Angeles Clippers,93,Brooklyn Nets,102,-118,+101
Thu Dec 12 2013,Houston Rockets,104,Portland Trail Blazers,111,+120,-139
Fri Dec 13 2013,Charlotte Bobcats,94,Indiana Pacers,99,,-1098
Fri Dec 13 2013,Cleveland Cavaliers,109,Orlando Magic,100,+112,-130
Fri Dec 13 2013,Philadelphia 76ers,100,Toronto Raptors,108,+251,-302
Fri Dec 13 2013,Washington Wizards,99,Atlanta Hawks,101,+209,-247
Fri Dec 13 2013,New York Knicks,86,Boston Celtics,90,+134,-152
Fri Dec 13 2013,Brooklyn Nets,99,Detroit Pistons,103,+202,-239
Fri Dec 13 2013,Memphis Grizzlies,98,New Orleans Pelicans,104,+123,-142
Fri Dec 13 2013,Los Angeles Lakers,97,Oklahoma City Thunder,122,+741,-1051
Fri Dec 13 2013,Chicago Bulls,91,Milwaukee Bucks,90,-183,+160
Fri Dec 13 2013,Minnesota Timberwolves,110,San Antonio Spurs,117,+313,-383
